"obj1","locresp1","locresp1_adj","respposX1","respposY1","Learning_Loc_Test_rt","participant","condnum","respposX2","respposY2","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","OldImages","locresp2","locresp2_adj","Recall_Loc_Test_rt","Old_New_Test","Old_New_Test_rt","Remember_Test","Remember_Test_rt","Imm_Delay","AgeGroup","ToD_Condition","collected_by"
"abacus1_tr.png",-55,305,"-0.190311276","0.13325739",7.7836,"Sub070_ToD",138,-0.161388013,0.16712218,"Bckg135.jpg",299,41,16,1,1,1,27,299,113,108,23,299,"abacus1_tr.png",1,-44,316,6.4764,1,1.2835,1,1.0996,1,"YA","Morning","Julia"
"apple1_tr.png",475,115,"0.210559923","-0.098185705",8.5953,"Sub070_ToD",138,0.220956269,-0.071793044,"Bckg81.jpg",114,62,32,1,1,1,4,114,347,32,264,114,"apple1_tr.png",1,108,108,12.0979,1,1.5167,1,4.5015,1,"YA","Morning","Julia"
"asparagus1_tr.png",262,262,"-0.230066178","-0.032333693",3.5337,"Sub070_ToD",138,-0.222175578,-0.067925891,"Bckg134.jpg",263,47,82,3,1,1,86,263,290,137,190,263,"asparagus1_tr.png",1,253,253,8.7644,1,1.1392,1,1.022,1,"YA","Morning","Julia"
"bagel1_tr.png",243,243,"[]","[]",1.3512,"Sub070_ToD",138,0.23232717,5.69037e-17,"Bckg43.jpg",246,20,3,1,1,1,6,246,243,284,250,246,"bagel1_tr.png",1,450,90,9.6557,1,1.6696,1,1.1912,1,"YA","Morning","Julia"
"basket1_tr.png",112,112,"0.215410001","-0.08703129",8.4269,"Sub070_ToD",138,0.205132716,-0.109071,"Bckg24.jpg",110,8,46,2,1,1,46,110,14,332,96,110,"basket1_tr.png",1,478,118,7.8285,1,1.0051,1,1.0557,1,"YA","Morning","Julia"
"bathingsuit1_tr.png",287,287,"-0.222175578","0.067925891",6.8255,"Sub070_ToD",138,-0.229466837,0.036343977,"Bckg19.jpg",288,65,25,1,1,1,31,288,311,51,176,288,"bathingsuit1_tr.png",1,-81,279,9.401,1,1.34,1,1.0253,1,"YA","Morning","Julia"
"bbqmachine1_tr.png",525,165,"0.060130696","-0.224410814",7.8425,"Sub070_ToD",138,7.11297e-17,-0.23232717,"Bckg48.jpg",172,40,65,2,1,1,76,172,331,332,338,172,"bbqmachine1_tr.png",1,540,180,6.9356,1,1.6311,1,1.1244,1,"YA","Morning","Julia"
"bottleofwine1_tr.png",123,123,"0.19484596","-0.126534446",3.3181,"Sub070_ToD",138,0.180552122,-0.146208225,"Bckg29.jpg",126,71,92,3,1,1,119,126,55,131,270,126,"bottleofwine1_tr.png",1,129,129,2.6995,1,1.1019,1,0.8554,1,"YA","Morning","Julia"
"bowlingpin1_tr.png",301,301,"-0.199143253","0.119657338",10.0019,"Sub070_ToD",138,-0.222175578,0.067925891,"Bckg34.jpg",301,48,76,2,1,1,52,301,219,51,324,301,"bowlingpin1_tr.png",1,-73,287,6.6845,1,1.4296,1,1.0073,1,"YA","Morning","Julia"
"bowls1_tr.png",68,68,"0.215410001","0.08703129",8.042,"Sub070_ToD",138,0.19484596,0.126534446,"Bckg103.jpg",76,79,31,1,1,1,18,76,238,207,139,76,"bowls1_tr.png",1,417,57,10.5261,1,2.7313,1,2.2858,1,"YA","Morning","Julia"
