"obj1","locresp1","locresp1_adj","respposX1","respposY1","Learning_Loc_Test_rt","participant","condnum","respposX2","respposY2","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","OldImages","locresp2","locresp2_adj","Recall_Loc_Test_rt","Old_New_Test","Old_New_Test_rt","Remember_Test","Remember_Test_rt","Imm_Delay","AgeGroup","ToD_Condition","collected_by"
"abacus1_tr.png",-57,303,"-0.21871964","0.142038195",6.2633,"Sub006_ToD",57,"-0.255094311","0.05422197","Bckg135.jpg",299,41,63,2,1,1,70,299,113,108,23,299,"abacus1_tr.png",1,-78,282,7.7858,1,1.8528,2,1.6512,1,"YA","Night","Julia"
"banana1_tr.png",407,47,"0.190732123","0.177860582",7.6762,"Sub006_ToD",57,"0.153290438","0.210986187","Bckg93.jpg",44,114,52,2,1,1,69,44,233,78,338,44,"banana1_tr.png",1,36,36,3.165,1,2.983,1,0.7934,1,"YA","Night","Julia"
"basket1_tr.png",112,112,"0.241803309","-0.097694878",5.8875,"Sub006_ToD",57,"0.255094311","-0.05422197","Bckg24.jpg",110,8,44,2,1,1,49,110,14,332,96,110,"basket1_tr.png",1,462,102,6.7328,1,1.5104,2,0.9934,1,"YA","Night","Julia"
"bell1_tr.png",351,351,"-0.040797056","0.257582472",3.5529,"Sub006_ToD",57,"[]","[]","Bckg36.jpg",349,78,84,3,1,1,108,349,287,282,294,349,"bell1_tr.png",1,282,282,0.8343,1,1.4723,2,1.176,1,"YA","Night","Julia"
"binder1_tr.png",110,110,"0.245065511","-0.089196552",6.3961,"Sub006_ToD",57,"[]","[]","Bckg82.jpg",91,21,71,2,1,1,62,91,236,320,312,91,"binder1_tr.png",1,320,320,1.4323,1,5.1249,2,1.5584,1,"YA","Night","Julia"
"bow1_tr.png",161,161,"0.084905984","-0.246584881",5.5879,"Sub006_ToD",57,"0.171095779","0.196823179","Bckg54.jpg",172,67,26,1,1,1,17,172,311,5,258,172,"bow1_tr.png",1,41,41,5.4598,1,3.4202,2,1.4107,1,"YA","Night","Julia"
"bowlingpin1_tr.png",313,313,"-0.190732123","0.177860582",8.1404,"Sub006_ToD",57,"-0.177860582","-0.190732123","Bckg34.jpg",301,48,8,1,1,1,9,301,219,51,324,301,"bowlingpin1_tr.png",1,-137,223,8.3309,1,4.633,1,2.1073,1,"YA","Night","Julia"
"cabinet1_tr.png",343,343,"-0.076248573","0.249397844",4.5929,"Sub006_ToD",57,"-0.167634683","0.199779235","Bckg13.jpg",355,110,75,2,1,1,41,355,291,250,164,355,"cabinet1_tr.png",1,320,320,3.9947,1,2.1848,2,0.7539,1,"YA","Night","Julia"
"coffeemug1_tr.png",325,325,"-0.149584874","0.21362934",3.0003,"Sub006_ToD",57,"[]","[]","Bckg20.jpg",325,70,95,3,1,1,102,325,253,113,22,325,"coffeemug1_tr.png",1,113,113,2.163,1,1.7009,2,0.9113,1,"YA","Night","Julia"
"coke1_tr.png",-45,315,"-0.18440869","0.18440869",5.3642,"Sub006_ToD",57,"0.223543463","0.134318464","Bckg78.jpg",322,74,67,2,1,1,64,322,31,323,307,322,"coke1_tr.png",1,419,59,5.3847,1,4.8438,1,0.9453,1,"YA","Night","Julia"
"cucumber1_tr.png",434,74,"0.250690581","0.071884367",8.0162,"Sub006_ToD",57,"[]","[]","Bckg92.jpg",82,87,43,2,1,1,52,82,286,332,303,82,"cucumber1_tr.png",1,332,332,0.6179,1,2.2257,2,1.3166,1,"YA","Night","Julia"
"dog1_tr.png",172,172,"0.036295408","-0.258255248",5.1692,"Sub006_ToD",57,"0.221165236","0.138199378","Bckg23.jpg",167,111,97,3,1,1,84,167,16,26,214,167,"dog1_tr.png",1,58,58,15.4004,1,2.5799,2,1.3983,1,"YA","Night","Julia"
"dress1_tr.png",451,91,"0.26075355","-0.00455147",7.0473,"Sub006_ToD",57,"[]","[]","Bckg96.jpg",83,51,24,1,1,1,10,83,239,71,9,83,"dress1_tr.png",1,71,71,2.0225,1,2.1277,1,1.1831,1,"YA","Night","Julia"
"hairdryer1_tr.png",64,64,"0.234399438","0.114324245",3.3796,"Sub006_ToD",57,"0.236358971","0.110215998","Bckg79.jpg",63,73,5,1,1,1,34,63,52,27,90,63,"hairdryer1_tr.png",1,65,65,5.0087,1,5.9445,1,1.1236,1,"YA","Night","Julia"
"iceskates1_tr.png",184,184,"-0.018192019","-0.260157991",5.6809,"Sub006_ToD",57,"0.058665721","-0.254109155","Bckg27.jpg",186,64,9,1,1,1,39,186,280,131,293,186,"iceskates1_tr.png",1,167,167,5.3338,1,2.6385,1,1.0124,1,"YA","Night","Julia"
"jackolantern1_tr.png",53,53,"0.208278766","0.156949308",5.3684,"Sub006_ToD",57,"[]","[]","Bckg21.jpg",51,93,98,3,1,1,85,51,161,66,118,51,"jackolantern1_tr.png",1,66,66,1.2165,1,4.7446,2,1.305,1,"YA","Night","Julia"
"lei1_tr.png",46,46,"0.187598979","0.181162228",13.2296,"Sub006_ToD",57,"[]","[]","Bckg119.jpg",49,5,83,3,1,1,87,49,174,32,226,49,"lei1_tr.png",1,32,32,1.0625,1,3.7644,2,0.9591,1,"YA","Night","Julia"
"loaf1_tr.png",455,95,"0.259800873","-0.022729631",3.1996,"Sub006_ToD",57,"-0.260157991","-0.018192019","Bckg90.jpg",101,25,81,3,1,1,91,101,357,138,325,101,"loaf1_tr.png",1,266,266,6.5489,1,3.4721,1,0.7825,1,"YA","Night","Julia"
"mouthwash1_tr.png",9,9,"0.040797056","0.257582472",4.7026,"Sub006_ToD",57,"-0.045286276","0.256831234","Bckg109.jpg",352,100,48,2,1,1,71,352,115,250,226,352,"mouthwash1_tr.png",1,350,350,9.0867,1,2.9712,1,1.3081,1,"YA","Night","Julia"
"nailpolish1_tr.png",-52,308,"-0.205507901","0.160560369",7.7145,"Sub006_ToD",57,"-0.187598979","0.181162228","Bckg84.jpg",301,32,20,1,1,1,38,301,148,320,226,301,"nailpolish1_tr.png",1,314,314,4.4248,1,2.9557,2,5.153,1,"YA","Night","Julia"
"paintpalette1_tr.png",265,265,"-0.259800873","-0.022729631",3.6331,"Sub006_ToD",57,"-0.258255248","0.036295408","Bckg56.jpg",259,16,55,2,1,1,78,259,311,154,192,259,"paintpalette1_tr.png",1,278,278,6.4253,1,2.6879,1,0.7153,1,"YA","Night","Julia"
"partyhats1_tr.png",65,65,"0.236358971","0.110215998",8.8722,"Sub006_ToD",57,"[]","[]","Bckg110.jpg",52,18,93,3,1,1,81,52,175,231,196,52,"partyhats1_tr.png",1,231,231,1.4639,1,2.8751,1,0.7363,1,"YA","Night","Julia"
"penguin1_tr.png",433,73,"0.249397844","0.076248573",3.3144,"Sub006_ToD",57,"0.241803309","0.097694878","Bckg114.jpg",71,7,108,3,1,1,120,71,333,350,66,71,"penguin1_tr.png",1,428,68,4.1091,1,1.4273,1,1.0058,1,"YA","Night","Julia"
"pickle1_tr.png",157,157,"0.101900049","-0.240061471",9.6701,"Sub006_ToD",57,"0.130396635","-0.225853597","Bckg66.jpg",150,83,31,1,1,1,33,150,65,78,256,150,"pickle1_tr.png",1,150,150,9.9925,1,1.9146,1,1.546,1,"YA","Night","Julia"
"pizza1_tr.png",27,27,"0.118397667","0.232368505",5.3777,"Sub006_ToD",57,"0.18440869","0.18440869","Bckg83.jpg",31,80,120,3,1,1,95,31,153,237,175,31,"pizza1_tr.png",1,405,45,4.815,1,2.6614,1,0.7672,1,"YA","Night","Julia"
"plant1_tr.png",227,227,"-0.190732123","-0.177860582",2.7775,"Sub006_ToD",57,"-0.190732123","-0.177860582","Bckg116.jpg",229,75,114,3,1,1,106,229,191,233,122,229,"plant1_tr.png",1,227,227,2.9205,1,2.2177,1,0.8594,1,"YA","Night","Julia"
"pokerchips1_tr.png",21,21,"0.093459949","0.243471492",2.8005,"Sub006_ToD",57,"-0.067498265","0.251906955","Bckg127.jpg",11,88,101,3,1,1,82,11,51,229,63,11,"pokerchips1_tr.png",1,345,345,9.3122,1,2.567,2,1.4323,1,"YA","Night","Julia"
"popcorn1_tr.png",145,145,"0.149584874","-0.21362934",5.305,"Sub006_ToD",57,"0.187598979","-0.181162228","Bckg76.jpg",144,15,27,1,1,1,25,144,211,30,310,144,"popcorn1_tr.png",1,134,134,6.9099,1,2.5134,1,1.0622,1,"YA","Night","Julia"
"potatochips1_tr.png",20,20,"0.089196552","0.245065511",5.7923,"Sub006_ToD",57,"0.089196552","0.245065511","Bckg124.jpg",13,81,28,1,1,1,26,13,164,112,355,13,"potatochips1_tr.png",1,20,20,7.4861,1,6.101,2,1.6358,1,"YA","Night","Julia"
"radish1_tr.png",219,219,"-0.164122523","-0.202674437",5.3752,"Sub006_ToD",57,"-0.174504759","-0.193807169","Bckg112.jpg",221,14,66,2,1,1,59,221,203,64,59,221,"radish1_tr.png",1,-138,222,6.0501,1,1.7368,1,0.8588,1,"YA","Night","Julia"
"rollingpin1_tr.png",-134,226,"-0.187598979","-0.181162228",7.2637,"Sub006_ToD",57,"-0.181162228","-0.187598979","Bckg69.jpg",228,89,19,1,1,1,11,228,12,120,126,228,"rollingpin1_tr.png",1,224,224,5.6298,1,2.407,1,1.2977,1,"YA","Night","Julia"
"sink1_tr.png",541,181,"-0.00455147","-0.26075355",7.8732,"Sub006_ToD",57,"0.031782705","-0.258849357","Bckg32.jpg",178,112,61,2,1,1,55,178,267,137,336,178,"sink1_tr.png",1,173,173,6.0397,1,4.1558,1,0.9123,1,"YA","Night","Julia"
"skippingrope1_tr.png",55,55,"0.21362934","0.149584874",5.7602,"Sub006_ToD",57,"[]","[]","Bckg7.jpg",60,45,6,1,1,1,27,60,87,213,277,60,"skippingrope1_tr.png",1,213,213,1.6533,1,3.154,2,2.761,1,"YA","Night","Julia"
"stoplights1_tr.png",214,214,"[]","[]",1.583,"Sub006_ToD",57,"-0.187598979","-0.181162228","Bckg53.jpg",219,60,18,1,1,1,37,219,214,124,240,219,"stoplights1_tr.png",1,226,226,5.815,1,5.5908,2,1.7703,1,"YA","Night","Julia"
"streamer1_tr.png",-23,337,"-0.101900049","0.240061471",3.4143,"Sub006_ToD",57,"-0.122435024","0.23026679","Bckg4.jpg",338,35,58,2,1,1,74,338,69,290,195,338,"streamer1_tr.png",1,332,332,3.4576,1,3.9503,1,0.7493,1,"YA","Night","Julia"
"toaster1_tr.png",359,359,"-0.00455147","0.26075355",3.6166,"Sub006_ToD",57,"[]","[]","Bckg104.jpg",358,119,85,3,1,1,117,358,291,211,356,358,"toaster1_tr.png",1,211,211,0.4459,1,3.0446,2,1.1975,1,"YA","Night","Julia"
"toothpaste1_tr.png",258,258,"-0.255094311","-0.05422197",3.4754,"Sub006_ToD",57,"-0.256001763","0.049761702","Bckg38.jpg",259,1,90,3,1,1,113,259,232,85,230,259,"toothpaste1_tr.png",1,-79,281,6.1061,1,1.4788,1,0.908,1,"YA","Night","Julia"
"towels1_tr.png",196,196,"-0.071884367","-0.250690581",3.1348,"Sub006_ToD",57,"[]","[]","Bckg115.jpg",193,37,49,2,1,1,54,193,106,21,53,193,"towels1_tr.png",1,21,21,1.0545,1,3.3524,2,1.1784,1,"YA","Night","Julia"
"train1_tr.png",125,125,"0.21362934","-0.149584874",2.7953,"Sub006_ToD",57,"[]","[]","Bckg61.jpg",127,104,42,2,1,1,63,127,71,191,165,127,"train1_tr.png",1,191,191,1.7405,1,2.5095,2,1.7157,1,"YA","Night","Julia"
"vacuum1_tr.png",455,95,"0.259800873","-0.022729631",3.6501,"Sub006_ToD",57,"[]","[]","Bckg60.jpg",108,97,107,3,1,1,110,108,327,356,335,108,"vacuum1_tr.png",1,356,356,0.7842,1,3.5387,2,1.1461,1,"YA","Night","Julia"
"valentinesdaycard1_tr.png",340,340,"-0.089196552","0.245065511",5.9903,"Sub006_ToD",57,"0.134318464","-0.223543463","Bckg111.jpg",338,26,15,1,1,1,6,338,234,203,108,338,"valentinesdaycard1_tr.png",1,149,149,4.6735,1,4.5914,1,1.538,1,"YA","Night","Julia"
"vegeplatter1_tr.png",-124,236,"-0.216207419","-0.145833746",6.7064,"Sub006_ToD",57,"-0.177860582","-0.190732123","Bckg70.jpg",246,30,69,2,1,1,76,246,122,321,75,246,"vegeplatter1_tr.png",1,223,223,5.5593,1,1.8121,2,0.9738,1,"YA","Night","Julia"
"wagon1_tr.png",91,91,"0.26075355","-0.00455147",5.0218,"Sub006_ToD",57,"0.26079327","0","Bckg47.jpg",95,38,10,1,1,1,4,95,87,36,143,95,"wagon1_tr.png",1,90,90,4.7341,1,4.6763,1,0.8855,1,"YA","Night","Julia"
"wisk1_tr.png",-42,318,"-0.174504759","0.193807169",6.1899,"Sub006_ToD",57,"[]","[]","Bckg95.jpg",315,23,34,1,1,1,16,315,150,163,135,315,"wisk1_tr.png",1,163,163,1.03,1,3.281,2,3.4652,1,"YA","Night","Julia"
