"obj1","locresp1","locresp1_adj","respposX1","respposY1","Learning_Loc_Test_rt","participant","condnum","respposX2","respposY2","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","OldImages","locresp2","locresp2_adj","Recall_Loc_Test_rt","Old_New_Test","Old_New_Test_rt","Remember_Test","Remember_Test_rt","Imm_Delay","AgeGroup","ToD_Condition"
"apple1_tr.png",485,125,"0.119998345","-0.084023746",7.0699,"Sub121_ToD",159,0.129343814,-0.068773326,"Bckg81.jpg",114,62,35,1,1,1,33,114,347,32,264,114,"apple1_tr.png",1,118,118,5.0346,1,2.2926,2,1.3163,1,"OA","Night"
"asparagus1_tr.png",246,246,"-0.133826124","-0.059583229",7.5066,"Sub121_ToD",159,-0.113844835,-0.092189729,"Bckg134.jpg",263,47,20,1,1,1,31,263,290,137,190,263,"asparagus1_tr.png",1,231,231,8.3801,1,1.9572,1,1.2854,1,"OA","Night"
"bagel1_tr.png",239,239,"-0.125567235","-0.075448407",3.5662,"Sub121_ToD",159,0.126864867,0.073245465,"Bckg43.jpg",246,20,24,1,1,1,37,246,243,284,250,246,"bagel1_tr.png",1,420,60,7.3542,1,2.0442,2,1.6681,1,"OA","Night"
"banana1_tr.png",49,49,"0.110558108","0.096106697",5.8162,"Sub121_ToD",159,0.073245465,-0.126864867,"Bckg93.jpg",44,114,92,3,1,1,90,44,233,78,338,44,"banana1_tr.png",1,150,150,6.601,1,1.934,2,0.7005,1,"OA","Night"
"bird1_tr.png",46,46,"0.105376756","0.101761151",3.7993,"Sub121_ToD",159,0.132765871,0.061909742,"Bckg2.jpg",39,72,101,3,1,1,115,39,118,137,33,39,"bird1_tr.png",1,65,65,4.4412,1,1.8342,1,0.7007,1,"OA","Night"
"bottleofwine1_tr.png",131,131,"0.110558108","-0.096106697",2.8319,"Sub121_ToD",159,0.092189729,-0.113844835,"Bckg29.jpg",126,71,87,3,1,1,110,126,55,131,270,126,"bottleofwine1_tr.png",1,141,141,4.4832,1,1.6033,1,1.0509,1,"OA","Night"
"bowlingpin1_tr.png",301,301,"-0.125567235","0.075448407",4.4841,"Sub121_ToD",159,-0.136761065,0.052497654,"Bckg34.jpg",301,48,32,1,1,1,4,301,219,51,324,301,"bowlingpin1_tr.png",1,-69,291,5.1349,1,1.7601,1,1.206,1,"OA","Night"
"clock1_tr.png",128,128,"[]","[]",4.216,"Sub121_ToD",159,0.128123854,0.071020212,"Bckg137.jpg",133,76,34,1,1,1,1,133,128,1,280,133,"clock1_tr.png",1,61,61,5.5057,1,1.99,2,1.1491,1,"OA","Night"
"dog1_tr.png",166,166,"0.035439363","-0.142139523",4.8338,"Sub121_ToD",159,0.025437883,-0.144265404,"Bckg23.jpg",167,111,106,3,1,1,108,167,16,26,214,167,"dog1_tr.png",1,170,170,5.9264,1,1.8623,1,1.1286,1,"OA","Night"
"dress1_tr.png",81,81,"0.144687384","0.02291623",5.1996,"Sub121_ToD",159,0.145399009,0.017852753,"Bckg96.jpg",83,51,42,2,1,1,79,83,239,71,9,83,"dress1_tr.png",1,83,83,3.9156,1,2.6568,1,1.039,1,"OA","Night"
"fantacan1_tr.png",132,132,"0.108863977","-0.098021565",3.7794,"Sub121_ToD",159,0.077628366,-0.124231354,"Bckg86.jpg",126,84,68,2,1,1,61,126,32,278,53,126,"fantacan1_tr.png",1,148,148,5.4129,1,1.5285,1,1.0393,1,"OA","Night"
"fireextinguisher1_tr.png",290,290,"-0.137656446","0.050102849",4.9161,"Sub121_ToD",159,-0.081916688,0.121446485,"Bckg88.jpg",294,85,67,2,1,1,55,294,212,94,215,294,"fireextinguisher1_tr.png",1,-34,326,5.134,1,2.1164,2,0.8032,1,"OA","Night"
"granola1_tr.png",210,210,"-0.073245465","-0.126864867",3.1316,"Sub121_ToD",159,0.00511246,-0.146401692,"Bckg49.jpg",191,103,78,2,1,1,45,191,262,206,48,191,"granola1_tr.png",1,178,178,6.308,1,1.6833,1,0.7728,1,"OA","Night"
"highheel1_tr.png",132,132,"0.108863977","-0.098021565",7.4191,"Sub121_ToD",159,0.098021565,-0.108863977,"Bckg57.jpg",128,77,29,1,1,1,36,128,108,34,194,128,"highheel1_tr.png",1,138,138,5.9304,1,2.1547,1,1.3002,1,"OA","Night"
"hotdog1_tr.png",143,143,"0.088160442","-0.116992859",4.9958,"Sub121_ToD",159,0.052497654,-0.136761065,"Bckg126.jpg",152,42,83,3,1,1,88,152,327,275,320,152,"hotdog1_tr.png",1,159,159,5.0844,1,1.7389,1,0.8411,1,"OA","Night"
"loaf1_tr.png",467,107,"0.140089973","-0.042829803",4.433,"Sub121_ToD",159,0.025437883,0.144265404,"Bckg90.jpg",101,25,22,1,1,1,20,101,357,138,325,101,"loaf1_tr.png",1,10,10,8.0311,1,1.8195,2,1.0893,1,"OA","Night"
"paintpalette1_tr.png",249,249,"-0.136761065","-0.052497654",4.9482,"Sub121_ToD",159,-0.115436428,-0.090188822,"Bckg56.jpg",259,16,36,1,1,1,7,259,311,154,192,259,"paintpalette1_tr.png",1,232,232,8.6564,1,2.6823,1,1.0168,1,"OA","Night"
"partyhats1_tr.png",47,47,"0.107136684","0.099906574",5.0209,"Sub121_ToD",159,0.107136684,0.099906574,"Bckg110.jpg",52,18,91,3,1,1,87,52,175,231,196,52,"partyhats1_tr.png",1,407,47,5.7672,1,1.7822,1,1.086,1,"OA","Night"
"podium1_tr.png",-5,355,"-0.012767526","0.145933488",5.3156,"Sub121_ToD",159,-0.00511246,0.146401692,"Bckg75.jpg",356,113,19,1,1,1,27,356,73,322,182,356,"podium1_tr.png",1,358,358,6.717,1,2.1902,1,1.3332,1,"OA","Night"
"potatochips1_tr.png",18,18,"0.045268187","0.139321154",4.1474,"Sub121_ToD",159,8.96998e-18,0.14649093,"Bckg124.jpg",13,81,98,3,1,1,120,13,164,112,355,13,"potatochips1_tr.png",1,0,0,5.7834,1,1.8985,1,0.8786,1,"OA","Night"
"qtips1_tr.png",161,161,"0.047692782","-0.138509895",4.4441,"Sub121_ToD",159,0.012767526,-0.145933488,"Bckg129.jpg",171,92,79,2,1,1,67,171,235,155,124,171,"qtips1_tr.png",1,175,175,7.1511,1,3.6721,1,1.2344,1,"OA","Night"
"radish1_tr.png",207,207,"-0.066505491","-0.130524374",2.9471,"Sub121_ToD",159,-0.073245465,-0.126864867,"Bckg112.jpg",221,14,64,2,1,1,73,221,203,64,59,221,"radish1_tr.png",1,210,210,6.2447,1,1.8731,1,1.1979,1,"OA","Night"
"rubikscube1_tr.png",120,120,"0.126864867","-0.073245465",5.2835,"Sub121_ToD",159,0.098021565,0.108863977,"Bckg122.jpg",113,105,120,3,1,1,86,113,4,222,200,113,"rubikscube1_tr.png",1,402,42,6.1323,1,1.8438,1,0.5828,1,"OA","Night"
"scrabble1_tr.png",18,18,"0.045268187","0.139321154",4.5004,"Sub121_ToD",159,0.015312472,0.145688437,"Bckg91.jpg",15,39,100,3,1,1,100,15,152,156,110,15,"scrabble1_tr.png",1,366,6,9.7204,1,3.8719,1,0.8014,1,"OA","Night"
"silvertray1_tr.png",291,291,"-0.136761065","0.052497654",3.2847,"Sub121_ToD",159,-0.10358473,0.10358473,"Bckg64.jpg",288,6,51,2,1,1,70,288,241,343,248,288,"silvertray1_tr.png",1,315,315,5.1636,1,2.9543,1,1.1488,1,"OA","Night"
"sink1_tr.png",171,171,"0.02291623","-0.144687384",3.8314,"Sub121_ToD",159,0.145933488,0.012767526,"Bckg32.jpg",178,112,63,2,1,1,47,178,267,137,336,178,"sink1_tr.png",1,85,85,6.8833,1,2.0478,2,0.9844,1,"OA","Night"
"slide1_tr.png",42,42,"0.098021565","0.108863977",3.1127,"Sub121_ToD",159,0.061909742,0.132765871,"Bckg94.jpg",44,44,85,3,1,1,93,44,4,217,28,44,"slide1_tr.png",1,385,25,6.1302,1,1.8912,1,1.2585,1,"OA","Night"
"soccerball1_tr.png",46,46,"0.105376756","0.101761151",2.4805,"Sub121_ToD",159,-0.088160442,-0.116992859,"Bckg101.jpg",43,53,119,3,1,1,92,43,86,145,39,43,"soccerball1_tr.png",1,217,217,7.0863,1,2.5156,2,1.1497,1,"OA","Night"
"starfish1_tr.png",71,71,"0.138509895","0.047692782",5.1024,"Sub121_ToD",159,-0.012767526,0.145933488,"Bckg106.jpg",77,54,84,3,1,1,116,77,197,61,78,77,"starfish1_tr.png",1,-5,355,7.1664,1,1.8099,2,0.8267,1,"OA","Night"
"streamer1_tr.png",-33,327,"-0.079784679","0.122857631",7.0288,"Sub121_ToD",159,-0.090188822,0.115436428,"Bckg4.jpg",338,35,28,1,1,1,11,338,69,290,195,338,"streamer1_tr.png",1,322,322,10.1121,1,1.9442,1,1.7086,1,"OA","Night"
"telephonebooth1_tr.png",214,214,"-0.081916688","-0.121446485",4.1382,"Sub121_ToD",159,-0.052497654,-0.136761065,"Bckg107.jpg",214,63,86,3,1,1,82,214,64,281,300,214,"telephonebooth1_tr.png",1,201,201,6.8179,1,2.6006,2,0.9369,1,"OA","Night"
"toad1_tr.png",396,36,"0.086105208","0.118513652",4.1018,"Sub121_ToD",159,-0.025437883,-0.144265404,"Bckg65.jpg",25,27,47,2,1,1,64,25,278,24,220,25,"toad1_tr.png",1,190,190,8.0239,1,2.0465,2,1.1903,1,"OA","Night"
"trumpet1_tr.png",359,359,"-0.002556619","0.146468619",3.4131,"Sub121_ToD",159,0.007666743,0.146290169,"Bckg130.jpg",355,58,66,2,1,1,66,355,313,133,32,355,"trumpet1_tr.png",1,363,3,7.6565,1,1.9462,1,0.9006,1,"OA","Night"
"vacuum1_tr.png",479,119,"0.128123854","-0.071020212",4.7329,"Sub121_ToD",159,0.045268187,0.139321154,"Bckg60.jpg",108,97,117,3,1,1,113,108,327,356,335,108,"vacuum1_tr.png",1,378,18,6.7791,1,1.9524,1,0.8273,1,"OA","Night"
"wagon1_tr.png",105,105,"0.141499373","-0.037914643",2.7141,"Sub121_ToD",159,0.121446485,0.081916688,"Bckg47.jpg",95,38,41,2,1,1,78,95,87,36,143,95,"wagon1_tr.png",1,56,56,5.6959,1,2.4458,2,1.0562,1,"OA","Night"
"waterfilter1_tr.png",130,130,"0.112218563","-0.094162555",5.8872,"Sub121_ToD",159,0.108863977,-0.098021565,"Bckg123.jpg",115,56,7,1,1,1,40,115,280,232,286,115,"waterfilter1_tr.png",1,132,132,7.8174,1,2.2418,2,2.0675,1,"OA","Night"
"woodenbox1_tr.png",333,333,"-0.066505491","0.130524374",6.7501,"Sub121_ToD",159,-0.079784679,-0.122857631,"Bckg9.jpg",346,69,18,1,1,1,29,346,209,115,175,346,"woodenbox1_tr.png",1,213,213,7.3633,1,2.1391,1,1.6424,1,"OA","Night"
