"obj1","locresp1","locresp1_adj","respposX1","respposY1","Learning_Loc_Test_rt","participant","condnum","respposX2","respposY2","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","OldImages","locresp2","locresp2_adj","Recall_Loc_Test_rt","Old_New_Test","Old_New_Test_rt","Remember_Test","Remember_Test_rt","Imm_Delay","AgeGroup","ToD_Condition","collected_by"
"airfreshener1_tr.png",354,354,-0.026710993,0.254138126,5.9863,"Sub076_ToD",32,0.167648006,0.192856969,"Bckg42.jpg",2,91,50,2,1,1,76,2,156,345,88,2,"airfreshener1_tr.png",1,401,41,6.6208,1,4.1181,2,1.3877,1,"YA","Night","Julia"
"asparagus1_tr.png",260,260,-0.251655794,-0.044373706,3.8003,"Sub076_ToD",32,-0.252391893,-0.039974949,"Bckg134.jpg",263,47,39,1,1,1,20,263,290,137,190,263,"asparagus1_tr.png",1,261,261,7.0698,1,1.9409,1,1.8515,1,"YA","Night","Julia"
"bagel1_tr.png",239,239,-0.219038809,-0.131611794,2.5642,"Sub076_ToD",32,-0.229676024,-0.112020482,"Bckg43.jpg",246,20,118,3,1,1,113,246,243,284,250,246,"bagel1_tr.png",1,244,244,3.6334,1,1.7714,1,1.1844,1,"YA","Night","Julia"
"basket1_tr.png",116,116,0.229676024,-0.112020482,3.9461,"Sub076_ToD",32,0.070435816,0.245638882,"Bckg24.jpg",110,8,103,3,1,1,120,110,14,332,96,110,"basket1_tr.png",1,376,16,6.1524,1,1.1925,1,1.2838,1,"YA","Night","Julia"
"bathroomscale1_tr.png",231,231,-0.198590317,-0.160815268,2.1648,"Sub076_ToD",32,-0.107995021,-0.23159607,"Bckg17.jpg",226,17,60,2,1,1,60,226,235,285,318,226,"bathroomscale1_tr.png",1,205,205,4.1829,1,2.0946,2,2.471,1,"YA","Night","Julia"
"bed1_tr.png",238,238,-0.216708506,-0.135414504,3.6437,"Sub076_ToD",32,-0.214312191,-0.139175964,"Bckg77.jpg",245,120,41,2,1,1,62,245,138,143,160,245,"bed1_tr.png",1,237,237,7.049,1,1.5361,1,1.3473,1,"YA","Night","Julia"
"binder1_tr.png",94,94,0.254915512,-0.017825429,6.2014,"Sub076_ToD",32,0.177511604,0.183818647,"Bckg82.jpg",91,21,100,3,1,1,83,91,236,320,312,91,"binder1_tr.png",1,404,44,5.8348,1,2.3512,2,1.4347,1,"YA","Night","Julia"
"bottleofwine1_tr.png",135,135,0.180692646,-0.180692646,3.7173,"Sub076_ToD",32,0.186888655,-0.17427649,"Bckg29.jpg",126,71,94,3,1,1,102,126,55,131,270,126,"bottleofwine1_tr.png",1,133,133,6.3348,1,2.6711,2,2.336,1,"YA","Night","Julia"
"breakfast1_tr.png",298,298,-0.225626653,0.11996782,3.3007,"Sub076_ToD",32,-0.25549907,-0.004459753,"Bckg89.jpg",300,3,57,2,1,1,57,300,348,149,173,300,"breakfast1_tr.png",1,269,269,4.6899,1,3.6715,1,0.9613,1,"YA","Night","Julia"
"christmasstocking1_tr.png",158,158,0.095726216,-0.236930699,3.9865,"Sub076_ToD",32,0.206734577,0.150201462,"Bckg136.jpg",165,50,69,2,1,1,70,165,322,246,121,165,"christmasstocking1_tr.png",1,414,54,5.123,1,2.2877,2,1.4503,1,"YA","Night","Julia"
"coke1_tr.png",-39,321,-0.160815268,0.198590317,2.6865,"Sub076_ToD",32,0.107995021,-0.23159607,"Bckg78.jpg",322,74,72,2,1,1,66,322,31,323,307,322,"coke1_tr.png",1,515,155,8.0775,1,3.7615,2,2.1342,1,"YA","Night","Julia"
"cookie1_tr.png",196,196,-0.070435816,-0.245638882,2.3055,"Sub076_ToD",32,-0.083195032,-0.241615916,"Bckg1.jpg",196,109,54,2,1,1,46,196,142,307,242,196,"cookie1_tr.png",1,199,199,4.9479,1,2.5909,1,1.2849,1,"YA","Night","Julia"
