"SubjectID","AgeGroup","ToD_Condition","Imm_Delay","obj1","locresp1","locresp1_adj","respposX1","respposY1","Learning_Loc_Test_rt","condnum","respposX2","respposY2","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","OldImages","locresp2","locresp2_adj","Recall_Loc_Test_rt","Old_New_Test","Old_New_Test_rt","Remember_Test","Remember_Test_rt"
"Sub020_ToD_Online","YA","Morning",1,"tissuebox1_tr.png",1,1,0.003840661,0.220031333,3.356,99,-0.007680153,0.219930792,"Bckg98.jpg",1,12,119,3,1,1,107,1,95,272,311,1,"tissuebox1_tr.png",1,358,358,4.6453,1,1.1919,1,0.798
"Sub020_ToD_Online","YA","Morning",1,"toad1_tr.png",384,24,0.089508438,0.201039244,6.5014,99,0.103314189,0.19430573,"Bckg65.jpg",25,27,8,1,1,1,3,25,278,24,220,25,"toad1_tr.png",1,28,28,2.2727,1,2.1901,1,0.7754
"Sub020_ToD_Online","YA","Morning",1,"toaster1_tr.png",361,1,0.003840661,0.220031333,3.8795,99,0.064340735,0.210449063,"Bckg104.jpg",358,119,40,1,1,1,39,358,291,211,356,358,"toaster1_tr.png",1,377,17,5.9693,1,1.6066,2,6.6259
"Sub020_ToD_Online","YA","Morning",1,"toothpaste1_tr.png",262,262,-0.217923194,-0.030627108,3.5017,99,-0.150083867,-0.160945243,"Bckg38.jpg",259,1,38,1,1,1,21,259,232,85,230,259,"toothpaste1_tr.png",1,223,223,9.084,1,1.8549,1,0.7924
"Sub020_ToD_Online","YA","Morning",1,"tractor1_tr.png",-40,320,-0.141454959,0.168579455,6.1755,99,-0.123058702,0.182442029,"Bckg63.jpg",316,86,51,2,1,1,74,316,132,20,87,316,"tractor1_tr.png",1,-34,326,3.2066,1,1.0606,1,1.2521
"Sub020_ToD_Online","YA","Morning",1,"turtle1_tr.png",225,225,-0.155609348,-0.155609348,5.1022,99,-0.204040576,-0.082437744,"Bckg44.jpg",223,61,90,3,1,1,82,223,185,158,305,223,"turtle1_tr.png",1,248,248,5.7974,1,1.0613,2,0.7514
"Sub020_ToD_Online","YA","Morning",1,"vacuum1_tr.png",461,101,0.216021639,-0.041990353,12.6622,99,-0.123058702,0.182442029,"Bckg60.jpg",108,97,75,2,1,1,59,108,327,356,335,108,"vacuum1_tr.png",1,326,326,2.5573,1,1.9704,2,0.5098
"Sub020_ToD_Online","YA","Morning",1,"valentinesdaycard1_tr.png",332,332,-0.103314189,0.19430573,4.068,99,-0.119855908,0.184561913,"Bckg111.jpg",338,26,5,1,1,1,10,338,234,203,108,338,"valentinesdaycard1_tr.png",1,327,327,6.4541,1,3.9119,2,0.6781
"Sub020_ToD_Online","YA","Morning",1,"vegeplatter1_tr.png",232,232,-0.173413468,-0.13548545,3.3017,99,-0.216021639,-0.041990353,"Bckg70.jpg",246,30,61,2,1,1,63,246,122,321,75,246,"vegeplatter1_tr.png",1,259,259,5.7044,1,1.1497,1,0.4607
"Sub020_ToD_Online","YA","Morning",1,"watch1_tr.png",127,127,0.175751604,-0.132438333,3.8868,99,0.171022509,-0.138491297,"Bckg117.jpg",119,43,77,2,1,1,65,119,181,237,158,119,"watch1_tr.png",1,129,129,5.7448,1,1.9526,1,0.4876
"Sub021_ToD_Online","YA","Morning",1,"airfreshener1_tr.png",360,0,-3.90576e-17,0.21261987,5.3041,90,-0.003710728,0.212587487,"Bckg42.jpg",2,91,33,1,1,1,23,2,156,345,88,2,"airfreshener1_tr.png",1,359,359,1.755,1,0.9161,1,1.4208
"Sub021_ToD_Online","YA","Morning",1,"asparagus1_tr.png",260,260,-0.209389696,-0.036921053,2.2256,90,-0.212587487,0.003710728,"Bckg134.jpg",263,47,47,2,1,1,51,263,290,137,190,263,"asparagus1_tr.png",1,271,271,4.7834,1,1.9764,1,0.7393
"Sub021_ToD_Online","YA","Morning",1,"bagel1_tr.png",239,239,-0.1822508,-0.109507329,1.1695,90,-0.112671365,-0.180311876,"Bckg43.jpg",246,20,69,2,1,1,75,246,243,284,250,246,"bagel1_tr.png",1,212,212,2.4002,1,0.7678,1,0.3341
"Sub021_ToD_Online","YA","Morning",1,"bandaid1_tr.png",241,241,-0.185961528,-0.103080158,3.8771,90,-0.211035034,0.025911844,"Bckg45.jpg",246,107,35,1,1,1,16,246,143,243,11,246,"bandaid1_tr.png",1,277,277,4.3789,1,0.9824,1,0.8168
"Sub021_ToD_Online","YA","Morning",1,"bathingsuit1_tr.png",281,281,-0.208713444,0.040569784,1.9824,90,-0.201036037,0.069222259,"Bckg19.jpg",288,65,66,2,1,1,46,288,311,51,176,288,"bathingsuit1_tr.png",1,-71,289,2.7578,1,0.9955,1,0.3348
"Sub021_ToD_Online","YA","Morning",1,"bike1_tr.png",141,141,0.13380602,-0.165236673,1.1539,90,0.139491185,-0.160466253,"Bckg39.jpg",135,2,65,2,1,1,79,135,209,107,240,135,"bike1_tr.png",1,139,139,3.0002,1,1.5067,1,1.7045
"Sub021_ToD_Online","YA","Morning",1,"binder1_tr.png",450,90,0.21261987,5.20768e-17,5.0204,90,-0.204383337,-0.058605979,"Bckg82.jpg",91,21,75,2,1,1,59,91,236,320,312,91,"binder1_tr.png",1,254,254,2.4517,1,1.343,1,0.57
"Sub021_ToD_Online","YA","Morning",1,"bowls1_tr.png",76,76,0.206304151,0.051437402,4.4445,90,0.211035034,0.025911844,"Bckg103.jpg",76,79,70,2,1,1,62,76,238,207,139,76,"bowls1_tr.png",1,443,83,5.1205,1,1.1507,1,0.579
"Sub021_ToD_Online","YA","Morning",1,"boxinggloves1_tr.png",279,279,-0.210002167,0.033261076,3.6861,90,-0.201036037,0.069222259,"Bckg131.jpg",276,95,92,3,1,1,110,276,159,125,149,276,"boxinggloves1_tr.png",1,289,289,4.1369,1,0.6768,1,0.7284
"Sub021_ToD_Online","YA","Morning",1,"breakfast1_tr.png",306,306,-0.172013088,0.124974824,1.4437,90,-0.174168001,0.121953747,"Bckg89.jpg",300,3,2,1,1,1,14,300,348,149,173,300,"breakfast1_tr.png",1,-55,305,4.5626,1,1.3064,1,0.5934
"Sub021_ToD_Online","YA","Morning",1,"cabinet1_tr.png",349,349,-0.040569784,0.208713444,3.1394,90,-0.007420326,0.212490348,"Bckg13.jpg",355,110,3,1,1,1,3,355,291,250,164,355,"cabinet1_tr.png",1,358,358,3.8658,1,0.9827,1,0.7671
"Sub021_ToD_Online","YA","Morning",1,"christmasstocking1_tr.png",526,166,0.051437402,-0.206304151,6.2215,90,1.30192e-17,-0.21261987,"Bckg136.jpg",165,50,38,1,1,1,19,165,322,246,121,165,"christmasstocking1_tr.png",1,180,180,5.1328,1,1.7824,1,1.1867
"Sub021_ToD_Online","YA","Morning",1,"clock1_tr.png",130,130,0.16287627,-0.136669418,1.85,90,0.08985704,0.192699044,"Bckg137.jpg",133,76,15,1,1,1,40,133,128,1,280,133,"clock1_tr.png",1,25,25,1.9947,1,1.6992,2,1.0076
"Sub021_ToD_Online","YA","Morning",1,"cookie1_tr.png",202,202,-0.079648805,-0.197137711,2.166,90,0.033261076,-0.210002167,"Bckg1.jpg",196,109,63,2,1,1,71,196,142,307,242,196,"cookie1_tr.png",1,171,171,4.5857,1,0.8006,1,0.7448
"Sub021_ToD_Online","YA","Morning",1,"crayon1_tr.png",264,264,-0.211455116,-0.022224828,2.4499,90,-0.212490348,-0.007420326,"Bckg87.jpg",267,33,83,3,1,1,105,267,220,22,283,267,"crayon1_tr.png",1,-92,268,3.2873,1,0.7517,1,0.3926
"Sub021_ToD_Online","YA","Morning",1,"fantacan1_tr.png",130,130,0.16287627,-0.136669418,3.8028,90,0.207973616,-0.044206157,"Bckg86.jpg",126,84,7,1,1,1,5,126,32,278,53,126,"fantacan1_tr.png",1,462,102,4.929,1,1.0984,1,1.0134
"Sub021_ToD_Online","YA","Morning",1,"fireextinguisher1_tr.png",292,292,-0.197137711,0.079648805,1.8037,90,-0.21261987,2.60384e-17,"Bckg88.jpg",294,85,42,2,1,1,54,294,212,94,215,294,"fireextinguisher1_tr.png",1,-90,270,4.2157,1,1.5098,1,0.4071
"Sub021_ToD_Online","YA","Morning",1,"hairdryer1_tr.png",68,68,0.197137711,0.079648805,2.5593,90,0.211035034,0.025911844,"Bckg79.jpg",63,73,72,2,1,1,72,63,52,27,90,63,"hairdryer1_tr.png",1,83,83,2.4346,1,2.415,2,2.7764
"Sub021_ToD_Online","YA","Morning",1,"hammer1_tr.png",237,237,-0.178318027,-0.115801081,3.5319,90,0.115801081,0.178318027,"Bckg138.jpg",237,118,32,1,1,1,9,237,139,321,245,237,"hammer1_tr.png",1,393,33,2.571,1,1.0885,2,1.8088
"Sub021_ToD_Online","YA","Morning",1,"handbag1_tr.png",71,71,0.201036037,0.069222259,3.5672,90,0.210550668,0.029590967,"Bckg97.jpg",66,94,98,3,1,1,115,66,275,244,269,66,"handbag1_tr.png",1,442,82,4.542,1,0.8902,1,0.761
"Sub021_ToD_Online","YA","Morning",1,"jackolantern1_tr.png",59,59,0.1822508,0.109507329,3.452,90,-0.187732202,0.099818983,"Bckg21.jpg",51,93,51,2,1,1,56,51,161,66,118,51,"jackolantern1_tr.png",1,-62,298,2.9742,1,0.9371,1,0.7184
"Sub021_ToD_Online","YA","Morning",1,"jellybeans1_tr.png",237,237,-0.178318027,-0.115801081,2.8552,90,-0.211455116,-0.022224828,"Bckg46.jpg",235,49,94,3,1,1,84,235,347,110,157,235,"jellybeans1_tr.png",1,264,264,4.0034,1,0.9203,1,0.6614
"Sub021_ToD_Online","YA","Morning",1,"kite1_tr.png",-175,185,-0.018531043,-0.211810787,4.0341,90,-0.040569784,-0.208713444,"Bckg128.jpg",181,115,118,3,1,1,90,181,59,221,177,181,"kite1_tr.png",1,191,191,1.9763,1,0.785,1,0.7124
"Sub021_ToD_Online","YA","Morning",1,"lei1_tr.png",46,46,0.152945935,0.147698172,4.0771,90,0.152945935,0.147698172,"Bckg119.jpg",49,5,44,2,1,1,42,49,174,32,226,49,"lei1_tr.png",1,46,46,1.6166,1,1.5042,1,1.2709
"Sub021_ToD_Online","YA","Morning",1,"lipstick1_tr.png",472,112,0.197137711,-0.079648805,3.6993,90,0.212587487,0.003710728,"Bckg22.jpg",106,22,28,1,1,1,39,106,284,129,228,106,"lipstick1_tr.png",1,89,89,2.8753,1,4.5768,1,0.9015
"Sub021_ToD_Online","YA","Morning",1,"motorcycle1_tr.png",256,256,-0.206304151,-0.051437402,1.6947,90,-0.212328482,0.011127664,"Bckg100.jpg",260,4,111,3,1,1,89,260,342,17,98,260,"motorcycle1_tr.png",1,-87,273,5.4256,1,1.0652,2,0.6312
"Sub021_ToD_Online","YA","Morning",1,"mouthwash1_tr.png",351,351,-0.033261076,0.210002167,5.0317,90,-3.90576e-17,0.21261987,"Bckg109.jpg",352,100,55,2,1,1,48,352,115,250,226,352,"mouthwash1_tr.png",1,360,0,4.2334,1,0.902,1,0.3175
"Sub021_ToD_Online","YA","Morning",1,"oven1_tr.png",489,129,0.165236673,-0.13380602,3.088,90,0.185961528,-0.103080158,"Bckg55.jpg",111,9,113,3,1,1,120,111,305,27,70,111,"oven1_tr.png",1,119,119,3.2329,1,0.7513,1,1.1002
"Sub021_ToD_Online","YA","Morning",1,"partyhats1_tr.png",61,61,0.185961528,0.103080158,3.2008,90,NA,NA,"Bckg110.jpg",52,18,36,1,1,1,35,52,175,231,196,52,"partyhats1_tr.png",1,231,231,0.8589,1,1.2169,2,1.1053
"Sub021_ToD_Online","YA","Morning",1,"pickle1_tr.png",153,153,0.096527401,-0.189445691,2.6192,90,0.180311876,-0.112671365,"Bckg66.jpg",150,83,6,1,1,1,29,150,65,78,256,150,"pickle1_tr.png",1,122,122,1.6953,1,1.0991,1,0.6672
"Sub021_ToD_Online","YA","Morning",1,"pin1_tr.png",304,304,-0.176269861,0.118895522,1.7101,90,-0.167546744,0.130901863,"Bckg59.jpg",300,82,23,1,1,1,17,300,260,88,40,300,"pin1_tr.png",1,-52,308,3.5891,1,0.9771,1,0.5904
"Sub021_ToD_Online","YA","Morning",1,"pinecone1_tr.png",170,170,0.036921053,-0.209389696,2.9502,90,0.003710728,-0.212587487,"Bckg10.jpg",167,55,57,2,1,1,67,167,204,167,102,167,"pinecone1_tr.png",1,179,179,1.9156,1,0.836,1,0.4169
"Sub021_ToD_Online","YA","Morning",1,"pizza1_tr.png",39,39,0.13380602,0.165236673,3.37,90,0.150344952,0.150344952,"Bckg83.jpg",31,80,48,2,1,1,65,31,153,237,175,31,"pizza1_tr.png",1,405,45,4.1872,1,1.3121,1,0.7246
"Sub021_ToD_Online","YA","Morning",1,"ricecooker1_tr.png",18,18,0.065703153,0.202213513,3.6263,90,0.003710728,0.212587487,"Bckg102.jpg",14,19,116,3,1,1,91,14,178,267,92,14,"ricecooker1_tr.png",1,361,1,2.4196,1,1.5043,1,0.303
"Sub021_ToD_Online","YA","Morning",1,"rubikscube1_tr.png",118,118,0.187732202,-0.099818983,2.8272,90,0.124974824,0.172013088,"Bckg122.jpg",113,105,21,1,1,1,20,113,4,222,200,113,"rubikscube1_tr.png",1,36,36,4.9321,1,3.4998,2,0.813
"Sub021_ToD_Online","YA","Morning",1,"scarf1_tr.png",271,271,-0.212587487,0.003710728,2.1176,90,-0.212101939,0.014831612,"Bckg51.jpg",276,59,86,3,1,1,118,276,231,56,236,276,"scarf1_tr.png",1,-86,274,3.3229,1,0.8027,1,0.3221
"Sub021_ToD_Online","YA","Morning",1,"seashell1_tr.png",214,214,-0.118895522,-0.176269861,1.7257,90,NA,NA,"Bckg8.jpg",205,13,9,1,1,1,26,205,224,134,59,205,"seashell1_tr.png",1,134,134,1.4671,1,3.2451,2,1.0045
"Sub021_ToD_Online","YA","Morning",1,"silvertray1_tr.png",289,289,-0.201036037,0.069222259,2.1049,90,-0.1822508,0.109507329,"Bckg64.jpg",288,6,46,2,1,1,50,288,241,343,248,288,"silvertray1_tr.png",1,301,301,1.9833,1,1.072,1,0.8132
"Sub021_ToD_Online","YA","Morning",1,"skippingrope1_tr.png",65,65,0.192699044,0.08985704,1.8893,90,0.1822508,0.109507329,"Bckg7.jpg",60,45,106,3,1,1,94,60,87,213,277,60,"skippingrope1_tr.png",1,59,59,4.3955,1,0.9045,1,0.3119
"Sub021_ToD_Online","YA","Morning",1,"slide1_tr.png",44,44,0.147698172,0.152945935,1.8456,90,0.109507329,0.1822508,"Bckg94.jpg",44,44,93,3,1,1,112,44,4,217,28,44,"slide1_tr.png",1,391,31,3.849,1,1.5328,1,0.5834
"Sub021_ToD_Online","YA","Morning",1,"soccerball1_tr.png",48,48,0.158007356,0.142270463,2.7991,90,0.178318027,0.115801081,"Bckg101.jpg",43,53,1,1,1,1,24,43,86,145,39,43,"soccerball1_tr.png",1,57,57,2.6339,1,1.4442,1,0.4683
"Sub021_ToD_Online","YA","Morning",1,"spoon1_tr.png",523,163,0.062164034,-0.203329393,6.1718,90,0.055030072,-0.205375024,"Bckg67.jpg",161,10,22,1,1,1,30,161,301,195,183,161,"spoon1_tr.png",1,165,165,3.9575,1,1.2004,1,0.7712
"Sub021_ToD_Online","YA","Morning",1,"starfish1_tr.png",81,81,0.210002167,0.033261076,2.755,90,0.211035034,0.025911844,"Bckg106.jpg",77,54,82,3,1,1,97,77,197,61,78,77,"starfish1_tr.png",1,83,83,3.0827,1,0.7462,1,0.2699
"Sub021_ToD_Online","YA","Morning",1,"steeringwheel1_tr.png",230,230,-0.16287627,-0.136669418,3.9999,90,-0.160466253,-0.139491185,"Bckg62.jpg",229,90,95,3,1,1,99,229,132,225,181,229,"steeringwheel1_tr.png",1,229,229,1.7537,1,2.3748,1,0.552
"Sub021_ToD_Online","YA","Morning",1,"stoplights1_tr.png",214,214,-0.118895522,-0.176269861,1.4781,90,-0.093206416,-0.191101473,"Bckg53.jpg",219,60,64,2,1,1,60,219,214,124,240,219,"stoplights1_tr.png",1,206,206,3.3123,1,0.8858,1,0.3743
"Sub021_ToD_Online","YA","Morning",1,"streamer1_tr.png",-15,345,-0.055030072,0.205375024,2.1993,90,-0.065703153,0.202213513,"Bckg4.jpg",338,35,81,3,1,1,109,338,69,290,195,338,"streamer1_tr.png",1,342,342,2.49,1,0.6399,1,0.3068
"Sub021_ToD_Online","YA","Morning",1,"suit1_tr.png",265,265,-0.211810787,-0.018531043,2.2087,90,0.212328482,0.011127664,"Bckg52.jpg",262,36,25,1,1,1,33,262,153,255,138,262,"suit1_tr.png",1,447,87,5.7285,1,2.0564,1,1.5161
"Sub021_ToD_Online","YA","Morning",1,"telephonebooth1_tr.png",-146,214,-0.118895522,-0.176269861,5.2331,90,-0.150344952,-0.150344952,"Bckg107.jpg",214,63,71,2,1,1,69,214,64,281,300,214,"telephonebooth1_tr.png",1,225,225,4.066,1,0.8022,1,0.3498
"Sub021_ToD_Online","YA","Morning",1,"toad1_tr.png",380,20,0.072720278,0.199797323,3.8735,90,0.036921053,0.209389696,"Bckg65.jpg",25,27,97,3,1,1,93,25,278,24,220,25,"toad1_tr.png",1,10,10,2.5663,1,0.7514,1,0.3177
"Sub021_ToD_Online","YA","Morning",1,"toaster1_tr.png",355,355,-0.018531043,0.211810787,2.403,90,0.003710728,0.212587487,"Bckg104.jpg",358,119,62,2,1,1,76,358,291,211,356,358,"toaster1_tr.png",1,361,1,3.7499,1,0.7908,1,0.4835
"Sub021_ToD_Online","YA","Morning",1,"toothpaste1_tr.png",252,252,-0.202213513,-0.065703153,1.5774,90,0.212587487,0.003710728,"Bckg38.jpg",259,1,52,2,1,1,45,259,232,85,230,259,"toothpaste1_tr.png",1,89,89,3.0355,1,1.0841,1,0.4933
"Sub021_ToD_Online","YA","Morning",1,"tractor1_tr.png",324,324,-0.124974824,0.172013088,4.3484,90,-0.124974824,0.172013088,"Bckg63.jpg",316,86,104,3,1,1,119,316,132,20,87,316,"tractor1_tr.png",1,-36,324,2.2337,1,0.704,1,0.3342
"Sub021_ToD_Online","YA","Morning",1,"trumpet1_tr.png",349,349,-0.040569784,0.208713444,1.8675,90,0.011127664,0.212328482,"Bckg130.jpg",355,58,119,3,1,1,104,355,313,133,32,355,"trumpet1_tr.png",1,3,3,3.2818,1,1.0577,1,0.737
"Sub021_ToD_Online","YA","Morning",1,"turtle1_tr.png",221,221,-0.139491185,-0.160466253,2.5165,90,-0.099818983,-0.187732202,"Bckg44.jpg",223,61,117,3,1,1,102,223,185,158,305,223,"turtle1_tr.png",1,208,208,2.3546,1,0.6751,1,0.3053
"Sub021_ToD_Online","YA","Morning",1,"wagon1_tr.png",91,91,0.212587487,-0.003710728,1.1714,90,0.212490348,0.007420326,"Bckg47.jpg",95,38,8,1,1,1,34,95,87,36,143,95,"wagon1_tr.png",1,88,88,2.6888,1,2.3266,1,0.7532
"Sub021_ToD_Online","YA","Morning",1,"watch1_tr.png",131,131,0.160466253,-0.139491185,4.7157,90,0.212328482,-0.011127664,"Bckg117.jpg",119,43,61,2,1,1,55,119,181,237,158,119,"watch1_tr.png",1,93,93,4.7883,1,3.8271,1,0.5999
"Sub021_ToD_Online","YA","Morning",1,"wreath1_tr.png",223,223,-0.145006403,-0.155500329,3.1774,90,-0.155500329,-0.145006403,"Bckg71.jpg",229,98,114,3,1,1,107,229,357,97,101,229,"wreath1_tr.png",1,227,227,3.767,1,0.7512,1,0.2794
"Sub022_ToD_Online","YA","Morning",1,"airfreshener1_tr.png",2,2,0.007068797,0.202423864,5.04,70,-0.003534937,0.202516401,"Bckg42.jpg",2,91,5,1,1,1,1,2,156,345,88,2,"airfreshener1_tr.png",1,359,359,2.028,1,5.111,1,0.979
"Sub022_ToD_Online","YA","Morning",1,"apple1_tr.png",469,109,0.191512187,-0.065942934,3.462,70,0.145700298,0.140701143,"Bckg81.jpg",114,62,12,1,1,1,11,114,347,32,264,114,"apple1_tr.png",1,46,46,4.88,1,1.119,1,0.351
"Sub022_ToD_Online","YA","Morning",1,"asparagus1_tr.png",268,268,-0.202423864,-0.007068797,1.984,70,0.110315139,0.169870417,"Bckg134.jpg",263,47,55,2,1,1,79,263,290,137,190,263,"asparagus1_tr.png",1,33,33,2.782,1,1.215,1,0.618
"Sub022_ToD_Online","YA","Morning",1,"bagel1_tr.png",249,249,-0.189094148,-0.072586443,1.96,70,-0.150521941,-0.135530564,"Bckg43.jpg",246,20,20,1,1,1,25,246,243,284,250,246,"bagel1_tr.png",1,228,228,2.851,1,1.104,1,0.334
"Sub022_ToD_Online","YA","Morning",1,"bowls1_tr.png",76,76,0.196530731,0.049000615,4.102,70,0.010600504,-0.202269666,"Bckg103.jpg",76,79,119,3,1,1,94,76,238,207,139,76,"bowls1_tr.png",1,177,177,4.182,1,3.935,2,1.518
"Sub022_ToD_Online","YA","Morning",1,"christmasstocking1_tr.png",160,160,0.069275239,-0.190332156,5.2,70,0.130194863,-0.155160195,"Bckg136.jpg",165,50,4,1,1,1,15,165,322,246,121,165,"christmasstocking1_tr.png",1,140,140,3.099,1,1.981,1,0.501
"Sub022_ToD_Online","YA","Morning",1,"coat1_tr.png",451,91,0.202516401,-0.003534937,5.001,70,0.202516401,0.003534937,"Bckg108.jpg",94,102,1,1,1,1,3,94,309,13,198,94,"coat1_tr.png",1,89,89,4.607,1,2.381,1,1.067
"Sub022_ToD_Online","YA","Morning",1,"cookie1_tr.png",202,202,-0.075875535,-0.18779854,2.362,70,-0.079141516,-0.186445727,"Bckg1.jpg",196,109,2,1,1,1,10,196,142,307,242,196,"cookie1_tr.png",1,203,203,2.628,1,1.285,1,0.601
"Sub022_ToD_Online","YA","Morning",1,"dog1_tr.png",168,168,0.042111941,-0.198121107,4.284,70,0.055829588,-0.194700913,"Bckg23.jpg",167,111,107,3,1,1,109,167,16,26,214,167,"dog1_tr.png",1,164,164,3.635,1,1.429,1,0.317
"Sub022_ToD_Online","YA","Morning",1,"dress1_tr.png",85,85,0.201776497,0.017653156,4.673,70,0.201776497,0.017653156,"Bckg96.jpg",83,51,28,1,1,1,40,83,239,71,9,83,"dress1_tr.png",1,85,85,3.103,1,1.281,1,0.434
"Sub022_ToD_Online","YA","Morning",1,"goggle1_tr.png",29,29,0.098196855,0.177151816,3.641,70,-0.042111941,0.198121107,"Bckg120.jpg",25,96,32,1,1,1,6,25,157,292,131,25,"goggle1_tr.png",1,348,348,2.015,1,1.414,1,0.501
"Sub022_ToD_Online","YA","Morning",1,"granola1_tr.png",206,206,-0.08879087,-0.182048262,2.29,70,-0.035171961,-0.199470102,"Bckg49.jpg",191,103,27,1,1,1,7,191,262,206,48,191,"granola1_tr.png",1,190,190,1.7,1,1.346,1,0.802
"Sub022_ToD_Online","YA","Morning",1,"hairdryer1_tr.png",64,64,0.182048262,0.08879087,1.836,70,0.198825887,0.038647837,"Bckg79.jpg",63,73,49,2,1,1,72,63,52,27,90,63,"hairdryer1_tr.png",1,79,79,2.151,1,1.211,1,0.604
"Sub022_ToD_Online","YA","Morning",1,"hotdog1_tr.png",149,149,0.104319546,-0.17361688,5.988,70,-0.198825887,0.038647837,"Bckg126.jpg",152,42,9,1,1,1,33,152,327,275,320,152,"hotdog1_tr.png",1,281,281,2.896,1,3.565,1,0.435
"Sub022_ToD_Online","YA","Morning",1,"iceskates1_tr.png",196,196,-0.055829588,-0.194700913,2.907,70,0.010600504,-0.202269666,"Bckg27.jpg",186,64,3,1,1,1,29,186,280,131,293,186,"iceskates1_tr.png",1,177,177,4.951,1,1.422,1,0.234
"Sub022_ToD_Online","YA","Morning",1,"jellybeans1_tr.png",239,239,-0.17361688,-0.104319546,3.397,70,-0.16791928,-0.113262985,"Bckg46.jpg",235,49,19,1,1,1,39,235,347,110,157,235,"jellybeans1_tr.png",1,236,236,4.1,1,1.268,1,0.458
"Sub022_ToD_Online","YA","Morning",1,"kite1_tr.png",187,187,-0.0246843,-0.201037494,4.167,70,0.003534937,-0.202516401,"Bckg128.jpg",181,115,40,1,1,1,36,181,59,221,177,181,"kite1_tr.png",1,179,179,2.45,1,1.278,1,0.318
"Sub022_ToD_Online","YA","Morning",1,"lei1_tr.png",54,54,0.163864167,0.119054286,3.291,70,-0.202423864,-0.007068797,"Bckg119.jpg",49,5,97,3,1,1,117,49,174,32,226,49,"lei1_tr.png",1,-92,268,3.899,1,2.486,2,1.16
"Sub022_ToD_Online","YA","Morning",1,"lipstick1_tr.png",104,104,0.196530731,-0.049000615,4.283,70,-0.003534937,-0.202516401,"Bckg22.jpg",106,22,65,2,1,1,43,106,284,129,228,106,"lipstick1_tr.png",1,181,181,2.981,1,1.214,2,0.42
"Sub022_ToD_Online","YA","Morning",1,"mouthwash1_tr.png",-9,351,-0.031685371,0.200053557,3.999,70,-3.72073e-17,0.20254725,"Bckg109.jpg",352,100,108,3,1,1,84,352,115,250,226,352,"mouthwash1_tr.png",1,360,0,3.532,1,1.063,2,1.602
"Sub022_ToD_Online","YA","Morning",1,"partyhats1_tr.png",173,173,0.0246843,-0.201037494,0.935,70,0.202516401,-0.003534937,"Bckg110.jpg",52,18,80,2,1,1,75,52,175,231,196,52,"partyhats1_tr.png",1,91,91,5.008,1,1.214,1,0.882
"Sub022_ToD_Online","YA","Morning",1,"pickle1_tr.png",163,163,0.059219085,-0.193696898,3.092,70,0.055829588,-0.194700913,"Bckg66.jpg",150,83,101,3,1,1,82,150,65,78,256,150,"pickle1_tr.png",1,164,164,2.932,1,2.247,2,1.017
"Sub022_ToD_Online","YA","Morning",1,"pin1_tr.png",290,290,-0.190332156,0.069275239,1.993,70,0.062590542,-0.192633882,"Bckg59.jpg",300,82,79,2,1,1,68,300,260,88,40,300,"pin1_tr.png",1,162,162,5.197,1,1.583,1,0.846
"Sub022_ToD_Online","YA","Morning",1,"pokerchips1_tr.png",15,15,0.052423086,0.19564562,2.236,70,0.052423086,0.19564562,"Bckg127.jpg",11,88,81,3,1,1,112,11,51,229,63,11,"pokerchips1_tr.png",1,375,15,3.597,1,1.676,2,2.804
"Sub022_ToD_Online","YA","Morning",1,"popcorn1_tr.png",141,141,0.127467115,-0.157408777,2.236,70,0.021171953,-0.201437675,"Bckg76.jpg",144,15,45,2,1,1,74,144,211,30,310,144,"popcorn1_tr.png",1,174,174,3.151,1,1.346,2,0.736
"Sub022_ToD_Online","YA","Morning",1,"rollingpin1_tr.png",-128,232,-0.159609411,-0.124700539,3.034,70,-0.17176981,-0.10733369,"Bckg69.jpg",228,89,21,1,1,1,13,228,12,120,126,228,"rollingpin1_tr.png",1,238,238,5.774,1,1.218,1,0.751
"Sub022_ToD_Online","YA","Morning",1,"rubikscube1_tr.png",114,114,0.18503612,-0.082383389,3.936,70,0.199470102,-0.035171961,"Bckg122.jpg",113,105,62,2,1,1,61,113,4,222,200,113,"rubikscube1_tr.png",1,100,100,2.902,1,2.499,1,0.77
"Sub022_ToD_Online","YA","Morning",1,"scarf1_tr.png",269,269,-0.202516401,-0.003534937,2.249,70,-0.202053855,-0.014128982,"Bckg51.jpg",276,59,60,2,1,1,58,276,231,56,236,276,"scarf1_tr.png",1,-94,266,3.224,1,1.398,1,0.882
"Sub022_ToD_Online","YA","Morning",1,"scrabble1_tr.png",382,22,0.075875535,0.18779854,8.768,70,0.042111941,0.198121107,"Bckg91.jpg",15,39,15,1,1,1,16,15,152,156,110,15,"scrabble1_tr.png",1,12,12,4.317,1,2.065,1,0.435
"Sub022_ToD_Online","YA","Morning",1,"silvertray1_tr.png",281,281,-0.198825887,0.038647837,2.361,70,-0.198825887,0.038647837,"Bckg64.jpg",288,6,116,3,1,1,98,288,241,343,248,288,"silvertray1_tr.png",1,281,281,2.214,1,3.537,2,0.384
