"block","CorrectRecallOld","ForgetRecallOld","CorrectRecallNew","NewRecallOld","SubID","AgeGroup","ToD_Condition","Date","z_CorrectRecallOld","z_ForgetRecallOld","z_CorrectRecallNew","z_NewRecallOld","Outlier_Block_CorrectRecallOld","Outlier_Block_ForgetRecallOld","Outlier_Block_CorrectRecallNew","Outlier_Block_NewRecallOld","Outlier_Block_Any"
"Overall",24,36,24,0,"Sub090_ToD_Online","OA","Morning","6/12/2024",-2.40692046251208,2.47337242820837,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE
"Overall",28,30,22,2,"Sub018_ToD_Online","OA","Night","24/10/24",-1.97575951351877,1.81428929214113,-0.288953343001503,0.388632173564987,FALSE,FALSE,FALSE,FALSE,FALSE
"Overall",29,29,22,1,"Sub006_ToD_Online","OA","Morning","24/10/24",-1.86796927627045,1.70444210279659,-0.288953343001503,-0.102555712468538,FALSE,FALSE,FALSE,FALSE,FALSE
"Overall",14,46,22,2,"Sub001_ToD_Online","YA","Morning","23/10/24",-3.48482283499534,3.57184432165376,-0.288953343001503,0.388632173564987,TRUE,TRUE,FALSE,FALSE,TRUE
"Overall",30,30,20,4,"Sub092_ToD_Online","YA","Morning","6/13/2024",-1.76017903902212,1.81428929214113,-1.2451262234792,1.37100794563204,FALSE,FALSE,FALSE,FALSE,FALSE
