"SubID","absavg_learning","minavg_learning","outlier_Learning_Age","absavg_recall","minavg_recall","outlier_Recall_Age","block","CorrectRecallOld","ForgetRecallOld","CorrectRecallNew","NewRecallOld","AgeGroup","ToD_Condition","Date","z_CorrectRecallOld","z_ForgetRecallOld","z_CorrectRecallNew","z_NewRecallOld","Outlier_Block_CorrectRecallOld","Outlier_Block_ForgetRecallOld","Outlier_Block_CorrectRecallNew","Outlier_Block_NewRecallOld","Outlier_Block_Any","Chance_CorrectRecallOverall","HitRate","FalseAlarmRate","RecognitionScore","z_HitRate","z_FalseAlarmRate","z_RecognitionScore","HR_outlier","FA_outlier","Rec_outlier"
"Sub012_ToD_Online",4.13793103448276,0.586206896551724,FALSE,20.3620689655172,7.18965517241379,FALSE,"Overall",58,2,24,0,"YA","Night","24/10/24",1.25794760393102,-1.26143200950597,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.966666666666667,0,0.966666666666667,1.36642935455873,-0.824606226461121,1.47746663491284,FALSE,FALSE,FALSE
"Sub013_ToD_Online",11.1428571428571,3.79591836734694,FALSE,56.9795918367347,-6.04081632653061,FALSE,"Overall",49,11,22,1,"YA","Night","24/10/24",0.28783546869608,-0.27280730540512,-0.288953343001503,-0.102555712468538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.816666666666667,0.0434782608695652,0.773188405797101,0.404073384882855,0.0277524921268155,0.356651846349119,FALSE,FALSE,FALSE
"Sub014_ToD_Online",6.12,0.04,FALSE,27.22,-6.66,FALSE,"Overall",50,10,24,0,"YA","Night","24/10/24",0.395625705944407,-0.382654494749659,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,0,0.833333333333333,0.511001825957953,-0.824606226461121,0.705069926689151,FALSE,FALSE,FALSE
"Sub015_ToD_Online",8.47727272727273,-0.295454545454545,FALSE,64,3.77272727272727,FALSE,"Overall",44,16,24,0,"YA","Night","24/10/24",-0.251115717545551,0.276428641317577,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.733333333333333,0,0.733333333333333,-0.130568820492633,-0.824606226461121,0.125772395521386,FALSE,FALSE,FALSE
"Sub016_ToD_Online",11.1,3.82,FALSE,51.02,-2.42,FALSE,"Overall",50,10,24,0,"OA","Night","24/10/24",0.395625705944407,-0.382654494749659,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,0,0.833333333333333,0.251290293671526,-0.545069094657253,0.536978926505225,FALSE,FALSE,FALSE
"Sub017_ToD_Online",6.25862068965517,-1.87931034482759,FALSE,18.7241379310345,4.20689655172414,FALSE,"Overall",58,2,24,0,"OA","Night","24/10/24",1.25794760393102,-1.26143200950597,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.966666666666667,0,0.966666666666667,1.14863409240232,-0.545069094657253,1.27162656224497,FALSE,FALSE,FALSE
"Sub018_ToD_Online",9.46428571428571,-5.53571428571429,FALSE,59,-15.0714285714286,FALSE,"Overall",28,30,22,2,"OA","Night","24/10/24",-1.97575951351877,1.81428929214113,-0.288953343001503,0.388632173564987,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.482758620689655,0.0833333333333333,0.399425287356322,-2.10810503919824,0.210466848777505,-1.85379247428577,FALSE,FALSE,FALSE
"Sub019_ToD_Online",7.80851063829787,0.659574468085106,FALSE,32.2553191489362,4.59574468085106,FALSE,"Overall",47,13,23,1,"OA","Night","24/10/24",0.0722549941994277,-0.053112926716041,0.189133097237346,-0.102555712468538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.783333333333333,0.0416666666666667,0.741666666666667,-0.0852136308525229,-0.167301122939874,0.0319086769341468,FALSE,FALSE,FALSE
"Sub020_ToD_Online",6.71929824561404,2.08771929824561,FALSE,27.2631578947368,9.12280701754386,FALSE,"Overall",57,3,23,1,"YA","Morning","25/10/24",1.15015736668269,-1.15158482016143,0.189133097237346,-0.102555712468538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0.0416666666666667,0.908333333333333,1.25950091348364,-0.00776245448101521,1.13954307506497,FALSE,FALSE,FALSE
"Sub021_ToD_Online",4.50877192982456,1.35087719298246,FALSE,31.1228070175439,-3.2280701754386,FALSE,"Overall",57,3,24,0,"YA","Morning","25/10/24",1.15015736668269,-1.15158482016143,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0,0.95,1.25950091348364,-0.824606226461121,1.38091704638488,FALSE,FALSE,FALSE
"Sub022_ToD_Online",8.11764705882353,4.94117647058824,FALSE,37.5,-0.852941176470588,FALSE,"Overall",34,26,24,0,"YA","Morning","25/10/24",-1.32901809002881,1.37490053476297,0.667219537476195,-0.593743598502064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.566666666666667,0,0.566666666666667,-1.19985323124361,-0.824606226461121,-0.839723489758221,FALSE,FALSE,FALSE
