"sub_id","AgeGroup","ToD_Condition","Date","block","absavg_recall","minavg_recall","outlier_Recall_Age"
"Sub075_ToD_Online","OA","Night","6/11/2024","2",34.5294117647059,-0.647058823529412,FALSE
"Sub075_ToD_Online","OA","Night","6/11/2024","3",50.1764705882353,-10.7647058823529,FALSE
"Sub076_ToD_Online","OA","Night","6/11/2024","Overall",39.6511627906977,5.13953488372093,FALSE
"Sub076_ToD_Online","OA","Night","6/11/2024","1",23.7692307692308,10.8461538461538,FALSE
"Sub076_ToD_Online","OA","Night","6/11/2024","2",61.0625,18.6875,FALSE
"Sub076_ToD_Online","OA","Night","6/11/2024","3",29.9285714285714,-15.6428571428571,FALSE
"Sub077_ToD_Online","OA","Night","6/11/2024","Overall",49.8857142857143,5.48571428571429,FALSE
"Sub077_ToD_Online","OA","Night","6/11/2024","1",36.75,2.5,FALSE
"Sub077_ToD_Online","OA","Night","6/11/2024","2",57.8181818181818,-4,FALSE
"Sub077_ToD_Online","OA","Night","6/11/2024","3",51,13.5,FALSE
"Sub078_ToD_Online","OA","Night","6/11/2024","Overall",64.8518518518518,-14.4444444444444,FALSE
"Sub078_ToD_Online","OA","Night","6/11/2024","1",66.4705882352941,-53.4117647058824,FALSE
"Sub078_ToD_Online","OA","Night","6/11/2024","2",60.7894736842105,6.26315789473684,FALSE
"Sub078_ToD_Online","OA","Night","6/11/2024","3",67.6111111111111,0.5,FALSE
"Sub079_ToD_Online","OA","Night","6/11/2024","Overall",46.1388888888889,4.19444444444444,FALSE
"Sub079_ToD_Online","OA","Night","6/11/2024","1",29.3076923076923,6.53846153846154,FALSE
"Sub079_ToD_Online","OA","Night","6/11/2024","2",69.3076923076923,3.61538461538462,FALSE
"Sub079_ToD_Online","OA","Night","6/11/2024","3",37.9,1.9,FALSE
"Sub080_ToD_Online","YA","Night","6/11/2024","Overall",37.6285714285714,2.54285714285714,FALSE
"Sub080_ToD_Online","YA","Night","6/11/2024","1",42,2.18181818181818,FALSE
"Sub080_ToD_Online","YA","Night","6/11/2024","2",27.6,2.8,FALSE
"Sub080_ToD_Online","YA","Night","6/11/2024","3",41.3571428571429,2.64285714285714,FALSE
"Sub081_ToD_Online","YA","Night","6/11/2024","Overall",22.8301886792453,1.50943396226415,FALSE
"Sub081_ToD_Online","YA","Night","6/11/2024","1",22.9444444444444,16.7222222222222,FALSE
"Sub081_ToD_Online","YA","Night","6/11/2024","2",15.8125,-8.6875,FALSE
"Sub081_ToD_Online","YA","Night","6/11/2024","3",28.6315789473684,-4.31578947368421,FALSE
"Sub082_ToD_Online","YA","Night","6/11/2024","Overall",64.1904761904762,14.1904761904762,FALSE
"Sub082_ToD_Online","YA","Night","6/11/2024","1",52.5625,-23.6875,FALSE
"Sub082_ToD_Online","YA","Night","6/11/2024","2",69.1666666666667,65.6666666666667,FALSE
"Sub082_ToD_Online","YA","Night","6/11/2024","3",73.2142857142857,13.3571428571429,FALSE
"Sub083_ToD_Online","YA","Night","6/11/2024","Overall",60.0392156862745,-1.88235294117647,FALSE
"Sub083_ToD_Online","YA","Night","6/11/2024","1",51.2352941176471,4.52941176470588,FALSE
"Sub083_ToD_Online","YA","Night","6/11/2024","2",68.7777777777778,11.6666666666667,FALSE
"Sub083_ToD_Online","YA","Night","6/11/2024","3",59.5625,-23.9375,FALSE
"Sub084_ToD_Online","YA","Night","6/11/2024","Overall",51.0816326530612,4.42857142857143,FALSE
"Sub084_ToD_Online","YA","Night","6/11/2024","1",45.8421052631579,2.57894736842105,FALSE
"Sub084_ToD_Online","YA","Night","6/11/2024","2",75,-7.53333333333333,FALSE
"Sub084_ToD_Online","YA","Night","6/11/2024","3",33.8,18.7333333333333,FALSE
"Sub085_ToD_Online","YA","Night","6/11/2024","Overall",29.462962962963,-10.9814814814815,FALSE
"Sub085_ToD_Online","YA","Night","6/11/2024","1",33.0555555555556,0.833333333333333,FALSE
"Sub085_ToD_Online","YA","Night","6/11/2024","2",34,-27,FALSE
"Sub085_ToD_Online","YA","Night","6/11/2024","3",22.6,-8.8,FALSE
"Sub086_ToD_Online","YA","Night","6/11/2024","Overall",45.195652173913,4.19565217391304,FALSE
"Sub086_ToD_Online","YA","Night","6/11/2024","1",39,1.23529411764706,FALSE
"Sub086_ToD_Online","YA","Night","6/11/2024","2",67.25,19.25,FALSE
"Sub086_ToD_Online","YA","Night","6/11/2024","3",35.8235294117647,-3.47058823529412,FALSE
"Sub087_ToD_Online","YA","Morning","6/11/2024","Overall",44.9444444444444,4.55555555555556,FALSE
"Sub087_ToD_Online","YA","Morning","6/11/2024","1",44.1818181818182,9.63636363636364,FALSE
"Sub087_ToD_Online","YA","Morning","6/11/2024","2",14.5555555555556,-13.6666666666667,FALSE
"Sub087_ToD_Online","YA","Morning","6/11/2024","3",62.5625,11.3125,FALSE
"Sub088_ToD_Online","YA","Morning","6/12/2024","Overall",46.375,-0.25,FALSE
"Sub088_ToD_Online","YA","Morning","6/12/2024","1",56.3,14.9,FALSE
"Sub088_ToD_Online","YA","Morning","6/12/2024","2",39.8888888888889,12.1111111111111,FALSE
"Sub088_ToD_Online","YA","Morning","6/12/2024","3",43.2307692307692,-20.4615384615385,FALSE
"Sub089_ToD_Online","YA","Morning","6/13/2024","Overall",22.4117647058824,-3,FALSE
"Sub089_ToD_Online","YA","Morning","6/13/2024","1",19.4,13.6666666666667,FALSE
"Sub089_ToD_Online","YA","Morning","6/13/2024","2",31.5,-10.8,FALSE
"Sub089_ToD_Online","YA","Morning","6/13/2024","3",13.875,-8.875,FALSE
"Sub090_ToD_Online","OA","Morning","6/12/2024","Overall",56.9583333333333,-7.70833333333333,FALSE
"Sub090_ToD_Online","OA","Morning","6/12/2024","1",44.1,11.5,FALSE
"Sub090_ToD_Online","OA","Morning","6/12/2024","2",49.3333333333333,-10.3333333333333,FALSE
"Sub090_ToD_Online","OA","Morning","6/12/2024","3",78.75,-29.75,FALSE
"Sub091_ToD_Online","OA","Morning","6/12/2024","Overall",41.2439024390244,-6.80487804878049,FALSE
"Sub091_ToD_Online","OA","Morning","6/12/2024","1",48.3333333333333,-5.13333333333333,FALSE
"Sub091_ToD_Online","OA","Morning","6/12/2024","2",20.4444444444444,12,FALSE
"Sub091_ToD_Online","OA","Morning","6/12/2024","3",74.75,-52.25,FALSE
"Sub092_ToD_Online","YA","Morning","6/13/2024","Overall",74.8666666666667,-0.8,FALSE
"Sub092_ToD_Online","YA","Morning","6/13/2024","1",76.3571428571429,-0.642857142857143,FALSE
"Sub092_ToD_Online","YA","Morning","6/13/2024","2",43.5714285714286,3.57142857142857,FALSE
"Sub092_ToD_Online","YA","Morning","6/13/2024","3",96.8888888888889,-4.44444444444444,FALSE
