"participant","absavg_learning","minavg_learning","outlier_Learning_Age","absavg_recall","minavg_recall","outlier_Recall_Age","block","CorrectRecallOld","ForgetRecallOld","CorrectRecallNew","NewRecallOld","AgeGroup","ToD_Condition","collected_by","z_CorrectRecallOld","z_ForgetRecallOld","z_CorrectRecallNew","z_NewRecallOld","Outlier_Block_CorrectRecallOld","Outlier_Block_ForgetRecallOld","Outlier_Block_CorrectRecallNew","Outlier_Block_NewRecallOld","Outlier_Block_Any","Chance_CorrectRecallOverall","HitRate","FalseAlarmRate","RecognitionScore","z_HitRate","z_FalseAlarmRate","z_RecognitionScore","HR_outlier","FA_outlier","Rec_outlier"
"Sub028_ToD",13.1964285714286,-2.98214285714286,FALSE,69.6428571428571,1.14285714285714,FALSE,"Overall",56,4,21,3,"OA","Night","Julia",0.735956869929109,-0.73595686992911,-1.62752343790813,1.62752343790813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.933333333333333,0.125,0.808333333333333,0.73595686992911,1.62752343790813,0.111818173724491,FALSE,FALSE,FALSE
"Sub029_ToD",5.2962962962963,-1.2962962962963,FALSE,26.5185185185185,11.962962962963,FALSE,"Overall",54,6,24,0,"OA","Night","Julia",0.497525918548188,-0.497525918548189,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,0,0.9,0.497525918548189,-0.750351714879723,0.70316428476747,FALSE,FALSE,FALSE
"Sub030_ToD",12.8421052631579,1.50877192982456,FALSE,38.7017543859649,-14.4912280701754,FALSE,"Overall",57,3,23,1,"OA","Night","Julia",0.85517234561957,-0.85517234561957,-0.0422733360495629,0.0422733360495619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0.0416666666666667,0.908333333333333,0.85517234561957,0.0422733360495619,0.756923022135013,FALSE,FALSE,FALSE
"Sub031_ToD",5.60714285714286,0.571428571428571,FALSE,19.3928571428571,-7.64285714285714,FALSE,"Overall",56,4,23,1,"OA","Night","Julia",0.735956869929109,-0.73595686992911,-0.0422733360495629,0.0422733360495619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.933333333333333,0.0416666666666667,0.891666666666667,0.73595686992911,0.0422733360495619,0.649405547399927,FALSE,FALSE,FALSE
"Sub032_ToD",5.53191489361702,0.51063829787234,FALSE,25.2127659574468,2.19148936170213,FALSE,"Overall",47,13,24,0,"YA","Morning","Julia",0.021521706090166,-0.0215217060901661,0.723342939988221,-0.72334293998822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.783333333333333,0,0.783333333333333,0.0215217060901662,-0.72334293998822,0.270877412615844,FALSE,FALSE,FALSE
"Sub033_ToD",11.0350877192982,-1.87719298245614,FALSE,24.6842105263158,-2.40350877192982,FALSE,"Overall",57,3,23,1,"YA","Morning","Julia",1.04380274537305,-1.04380274537305,0.0274687192400598,-0.027468719240059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,0.0416666666666667,0.908333333333333,1.04380274537305,-0.027468719240059,0.994063010700299,FALSE,FALSE,FALSE
"Sub034_ToD",6.89473684210526,0.0526315789473684,FALSE,73.1842105263158,18.0263157894737,FALSE,"Overall",38,22,23,1,"YA","Morning","Julia",-0.898531229264434,0.898531229264434,0.0274687192400598,-0.027468719240059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.633333333333333,0.0416666666666667,0.591666666666667,-0.898531229264434,-0.027468719240059,-0.838007171113654,FALSE,FALSE,FALSE
"Sub035_ToD",6.48148148148148,-2.18518518518519,FALSE,44.8888888888889,-6.81481481481481,FALSE,"Overall",54,6,21,3,"YA","Night","Julia",0.737118433588188,-0.737118433588188,-1.36427972225626,1.36427972225626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,0.125,0.775,0.737118433588189,1.36427972225626,0.222665039410214,FALSE,FALSE,FALSE
"Sub036_ToD",13.6744186046512,-4.97674418604651,FALSE,62.7209302325581,2.34883720930233,FALSE,"Overall",43,17,21,3,"OA","Morning","Julia",-0.813844314046877,0.813844314046877,-1.62752343790813,1.62752343790813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.716666666666667,0.125,0.591666666666667,-0.813844314046877,1.62752343790813,-1.28590899783164,FALSE,FALSE,FALSE
"Sub037_ToD",11.2830188679245,3.24528301886792,FALSE,57.8301886792453,-5.52830188679245,FALSE,"Overall",53,7,24,0,"OA","Morning","Julia",0.378310442857728,-0.378310442857728,0.750351714879722,-0.750351714879723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.883333333333333,0,0.883333333333333,0.378310442857728,-0.750351714879723,0.595646810032383,FALSE,FALSE,FALSE
