"sub_id","AgeGroup","ToD_Condition","collected_by","block","absavg_recall","minavg_recall","outlier_Recall_Age"
"Sub083_ToD","OA","Morning","Julia","Overall",27.5357142857143,-6.42857142857143,FALSE
"Sub083_ToD","OA","Morning","Julia","1",31.8,-12.8,FALSE
"Sub083_ToD","OA","Morning","Julia","2",26.7647058823529,11.2352941176471,FALSE
"Sub083_ToD","OA","Morning","Julia","3",23.7368421052632,-15.5263157894737,FALSE
"Sub084_ToD","YA","Morning","Julia","Overall",30.6428571428571,18.8571428571429,FALSE
"Sub084_ToD","YA","Morning","Julia","1",32.6111111111111,21.3888888888889,FALSE
"Sub084_ToD","YA","Morning","Julia","2",32.4210526315789,12.4210526315789,FALSE
"Sub084_ToD","YA","Morning","Julia","3",27,22.8947368421053,FALSE
"Sub085_ToD","YA","Morning","Julia","Overall",34.6,-8.85,FALSE
"Sub085_ToD","YA","Morning","Julia","1",36,-24,FALSE
"Sub085_ToD","YA","Morning","Julia","2",34.8461538461538,-2.23076923076923,FALSE
"Sub085_ToD","YA","Morning","Julia","3",32.8461538461538,0.846153846153846,FALSE
"Sub086_ToD","YA","Morning","Julia","Overall",30.94,5.22,FALSE
"Sub086_ToD","YA","Morning","Julia","1",23.2,11.0666666666667,FALSE
"Sub086_ToD","YA","Morning","Julia","2",34.9411764705882,4.47058823529412,FALSE
"Sub086_ToD","YA","Morning","Julia","3",33.6111111111111,1.05555555555556,FALSE
"Sub087_ToD","YA","Morning","Julia","Overall",36.6153846153846,-6.38461538461539,FALSE
"Sub087_ToD","YA","Morning","Julia","1",29.625,15.125,FALSE
"Sub087_ToD","YA","Morning","Julia","2",48.8888888888889,-42.6666666666667,FALSE
"Sub087_ToD","YA","Morning","Julia","3",30.5555555555556,10.7777777777778,FALSE
"Sub088_ToD","YA","Morning","Julia","Overall",21.2758620689655,-2.89655172413793,FALSE
"Sub088_ToD","YA","Morning","Julia","1",25.2105263157895,-11.4210526315789,FALSE
"Sub088_ToD","YA","Morning","Julia","2",27.4,2.4,FALSE
"Sub088_ToD","YA","Morning","Julia","3",10.8947368421053,0.0526315789473684,FALSE
"Sub089_ToD","OA","Morning","Julia","Overall",8.7,-3.93333333333333,FALSE
"Sub089_ToD","OA","Morning","Julia","1",8.05,-5.05,FALSE
"Sub089_ToD","OA","Morning","Julia","2",9.05,-2.25,FALSE
"Sub089_ToD","OA","Morning","Julia","3",9,-4.5,FALSE
"Sub090_ToD","OA","Morning","Julia","Overall",46.9591836734694,15.1632653061224,FALSE
"Sub090_ToD","OA","Morning","Julia","1",67.8125,26.5625,FALSE
"Sub090_ToD","OA","Morning","Julia","2",37.5625,6.8125,FALSE
"Sub090_ToD","OA","Morning","Julia","3",36.1764705882353,12.2941176470588,FALSE
"Sub091_ToD","YA","Morning","Julia","Overall",39.9090909090909,22.8909090909091,FALSE
"Sub091_ToD","YA","Morning","Julia","1",40.5,13.3,FALSE
"Sub091_ToD","YA","Morning","Julia","2",41.5789473684211,23.7894736842105,FALSE
"Sub091_ToD","YA","Morning","Julia","3",37.1875,33.8125,FALSE
"Sub092_ToD","OA","Night","Julia","Overall",12.1481481481481,2.66666666666667,FALSE
"Sub092_ToD","OA","Night","Julia","1",10.8888888888889,1.66666666666667,FALSE
"Sub092_ToD","OA","Night","Julia","2",8.05882352941176,-4.76470588235294,FALSE
"Sub092_ToD","OA","Night","Julia","3",17,10.2631578947368,FALSE
"Sub093_ToD","OA","Night","Julia","Overall",23.4821428571429,-6.375,FALSE
"Sub093_ToD","OA","Night","Julia","1",22.6315789473684,-7.47368421052632,FALSE
"Sub093_ToD","OA","Night","Julia","2",24.5789473684211,-5.21052631578947,FALSE
"Sub093_ToD","OA","Night","Julia","3",23.2222222222222,-6.44444444444444,FALSE
"Sub094_ToD","YA","Night","Julia","Overall",21.9491525423729,-11.135593220339,FALSE
"Sub094_ToD","YA","Night","Julia","1",16.7368421052632,6,FALSE
"Sub094_ToD","YA","Night","Julia","2",27.5,-22.4,FALSE
"Sub094_ToD","YA","Night","Julia","3",21.35,-16.15,FALSE
"Sub095_ToD","YA","Night","Julia","Overall",42.2222222222222,-9.48148148148148,FALSE
"Sub095_ToD","YA","Night","Julia","1",39.3,-27.9,FALSE
"Sub095_ToD","YA","Night","Julia","2",32.8888888888889,-16.4444444444444,FALSE
"Sub095_ToD","YA","Night","Julia","3",56.375,21.375,FALSE
"Sub096_ToD","YA","Night","Julia","Overall",22.0833333333333,-1.125,FALSE
"Sub096_ToD","YA","Night","Julia","1",10.4705882352941,2.35294117647059,FALSE
"Sub096_ToD","YA","Night","Julia","2",23,-3.66666666666667,FALSE
"Sub096_ToD","YA","Night","Julia","3",36,-2.15384615384615,FALSE
"Sub097_ToD","YA","Night","Julia","Overall",48.6875,-17.3125,FALSE
"Sub097_ToD","YA","Night","Julia","1",47.4117647058824,-26.8235294117647,FALSE
"Sub097_ToD","YA","Night","Julia","2",42.2941176470588,-0.176470588235294,FALSE
"Sub097_ToD","YA","Night","Julia","3",58,-26.5714285714286,FALSE
"Sub098_ToD","YA","Night","Julia","Overall",65.7666666666667,0.566666666666667,FALSE
"Sub098_ToD","YA","Night","Julia","1",64.6,5,FALSE
"Sub098_ToD","YA","Night","Julia","2",89,-7.54545454545455,FALSE
"Sub098_ToD","YA","Night","Julia","3",38.6666666666667,5.55555555555556,FALSE
"Sub099_ToD","OA","Night","Julia","Overall",17.9107142857143,6.16071428571429,FALSE
"Sub099_ToD","OA","Night","Julia","1",8.4,2.7,FALSE
"Sub099_ToD","OA","Night","Julia","2",23.5555555555556,12.7777777777778,FALSE
"Sub099_ToD","OA","Night","Julia","3",22.8333333333333,3.38888888888889,FALSE
"Sub100_ToD","OA","Night","Julia","Overall",45.6756756756757,-2.48648648648649,FALSE
"Sub100_ToD","OA","Night","Julia","1",54.1666666666667,-8.16666666666667,FALSE
"Sub100_ToD","OA","Night","Julia","2",38.8461538461538,-5,FALSE
"Sub100_ToD","OA","Night","Julia","3",44.5833333333333,5.91666666666667,FALSE
"Sub101_ToD","OA","Night","Julia","Overall",24.2745098039216,3.76470588235294,FALSE
"Sub101_ToD","OA","Night","Julia","1",15.2307692307692,5.38461538461539,FALSE
"Sub101_ToD","OA","Night","Julia","2",33.6111111111111,0.833333333333333,FALSE
"Sub101_ToD","OA","Night","Julia","3",21.75,5.35,FALSE
"Sub102_ToD","YA","Night","Julia","Overall",43.3818181818182,-9.74545454545455,FALSE
"Sub102_ToD","YA","Night","Julia","1",50.3157894736842,-7.68421052631579,FALSE
"Sub102_ToD","YA","Night","Julia","2",49.5263157894737,-8.47368421052632,FALSE
"Sub102_ToD","YA","Night","Julia","3",28.7647058823529,-13.4705882352941,FALSE
"Sub103_ToD","YA","Night","Julia","Overall",60.6,6.15555555555556,FALSE
"Sub103_ToD","YA","Night","Julia","1",45,22.5555555555556,FALSE
"Sub103_ToD","YA","Night","Julia","2",72.0666666666667,-15.5333333333333,FALSE
"Sub103_ToD","YA","Night","Julia","3",69.6666666666667,8.66666666666667,FALSE
"Sub104_ToD","OA","Night","Julia","Overall",19.2291666666667,2.39583333333333,FALSE
"Sub104_ToD","OA","Night","Julia","1",24.5555555555556,-2.88888888888889,FALSE
"Sub104_ToD","OA","Night","Julia","2",17.1333333333333,8.46666666666667,FALSE
"Sub104_ToD","OA","Night","Julia","3",14.9333333333333,2.66666666666667,FALSE
"Sub105_ToD","YA","Morning","Julia","Overall",52.9411764705882,5.82352941176471,FALSE
"Sub105_ToD","YA","Morning","Julia","1",56.2142857142857,24.5,FALSE
"Sub105_ToD","YA","Morning","Julia","2",56.7272727272727,-36.5454545454545,FALSE
"Sub105_ToD","YA","Morning","Julia","3",43.2222222222222,28.5555555555556,FALSE
"Sub106_ToD","YA","Morning","Julia","Overall",41.0526315789474,-3.92982456140351,FALSE
"Sub106_ToD","YA","Morning","Julia","1",39.7222222222222,4.38888888888889,FALSE
"Sub106_ToD","YA","Morning","Julia","2",51.45,-8.65,FALSE
"Sub106_ToD","YA","Morning","Julia","3",31.3684210526316,-6.84210526315789,FALSE
"Sub107_ToD","YA","Morning","Julia","Overall",33.9130434782609,-2.17391304347826,FALSE
"Sub107_ToD","YA","Morning","Julia","1",49.3333333333333,26.4,FALSE
"Sub107_ToD","YA","Morning","Julia","2",38.5333333333333,-26.4,FALSE
"Sub107_ToD","YA","Morning","Julia","3",15.125,-6.25,FALSE
"Sub108_ToD","YA","Night","Julia","Overall",33.3090909090909,-10.0363636363636,FALSE
"Sub108_ToD","YA","Night","Julia","1",22.8823529411765,-0.0588235294117647,FALSE
"Sub108_ToD","YA","Night","Julia","2",31.3333333333333,-14.2222222222222,FALSE
"Sub108_ToD","YA","Night","Julia","3",43.95,-14.75,FALSE
"Sub109_ToD","OA","Morning","Julia","Overall",63.5384615384615,9.69230769230769,FALSE
"Sub109_ToD","OA","Morning","Julia","1",78.75,4.5,FALSE
"Sub109_ToD","OA","Morning","Julia","2",61.1428571428571,59.1428571428571,FALSE
"Sub109_ToD","OA","Morning","Julia","3",54,-18,FALSE
"Sub110_ToD","OA","Morning","Julia","Overall",25.6938775510204,-0.755102040816326,FALSE
"Sub110_ToD","OA","Morning","Julia","1",22,2.35294117647059,FALSE
"Sub110_ToD","OA","Morning","Julia","2",42.8125,-11.4375,FALSE
"Sub110_ToD","OA","Morning","Julia","3",12.5,6.625,FALSE
"Sub111_ToD","OA","Morning","Julia","Overall",11.7068965517241,2.22413793103448,FALSE
"Sub111_ToD","OA","Morning","Julia","1",22.7777777777778,-0.111111111111111,FALSE
"Sub111_ToD","OA","Morning","Julia","2",6.85,3.95,FALSE
"Sub111_ToD","OA","Morning","Julia","3",6.6,2.6,FALSE
"Sub112_ToD","OA","Morning","Julia","Overall",7.6,-1.09090909090909,FALSE
"Sub112_ToD","OA","Morning","Julia","1",9.52631578947368,-2.57894736842105,FALSE
"Sub112_ToD","OA","Morning","Julia","2",6.77777777777778,-2.33333333333333,FALSE
"Sub112_ToD","OA","Morning","Julia","3",6.38888888888889,1.72222222222222,FALSE
"Sub113_ToD","OA","Night","Julia","Overall",38.8928571428571,3.53571428571429,FALSE
"Sub113_ToD","OA","Night","Julia","1",46.2631578947368,-9.31578947368421,FALSE
"Sub113_ToD","OA","Night","Julia","2",27.6315789473684,-0.368421052631579,FALSE
"Sub113_ToD","OA","Night","Julia","3",43,21.2222222222222,FALSE
"Sub114_ToD","YA","Night","Julia","Overall",46.3076923076923,8.46153846153846,FALSE
"Sub114_ToD","YA","Night","Julia","1",27.4705882352941,-12.5294117647059,FALSE
"Sub114_ToD","YA","Night","Julia","2",44.7647058823529,-2.76470588235294,FALSE
"Sub114_ToD","YA","Night","Julia","3",65.5555555555556,38.8888888888889,FALSE
"Sub115_ToD","YA","Morning","Julia","Overall",52.5428571428571,-3.68571428571429,FALSE
"Sub115_ToD","YA","Morning","Julia","1",48.6428571428571,2.21428571428571,FALSE
"Sub115_ToD","YA","Morning","Julia","2",52.4545454545455,-23.1818181818182,FALSE
"Sub115_ToD","YA","Morning","Julia","3",58.1,9.5,FALSE
"Sub116_ToD","OA","Morning","Julia","Overall",13.3620689655172,-1.91379310344828,FALSE
"Sub116_ToD","OA","Morning","Julia","1",17.2777777777778,-10.6111111111111,FALSE
"Sub116_ToD","OA","Morning","Julia","2",11.35,2.15,FALSE
"Sub116_ToD","OA","Morning","Julia","3",11.85,1.85,FALSE
"Sub117_ToD","YA","Morning","Julia","Overall",65.6904761904762,-14.6428571428571,FALSE
"Sub117_ToD","YA","Morning","Julia","1",44.0625,-4.5625,FALSE
"Sub117_ToD","YA","Morning","Julia","2",42.1111111111111,5.22222222222222,FALSE
"Sub117_ToD","YA","Morning","Julia","3",98.5294117647059,-34.6470588235294,FALSE
"Sub118_ToD","YA","Morning","Julia","Overall",41.2222222222222,17.8,FALSE
"Sub118_ToD","YA","Morning","Julia","1",20.2307692307692,5.46153846153846,FALSE
"Sub118_ToD","YA","Morning","Julia","2",36.875,2.375,FALSE
"Sub118_ToD","YA","Morning","Julia","3",62.625,43.25,FALSE
"Sub119_ToD","OA","Morning","Julia","Overall",33.0566037735849,-11.4339622641509,FALSE
"Sub119_ToD","OA","Morning","Julia","1",39.1176470588235,-7.47058823529412,FALSE
"Sub119_ToD","OA","Morning","Julia","2",40.8823529411765,-19.3529411764706,FALSE
"Sub119_ToD","OA","Morning","Julia","3",20.6315789473684,-7.89473684210526,FALSE
"Sub120_ToD","YA","Night","Julia","Overall",37.6341463414634,6.60975609756098,FALSE
"Sub120_ToD","YA","Night","Julia","1",12.2666666666667,4.13333333333333,FALSE
"Sub120_ToD","YA","Night","Julia","2",40.3846153846154,-1.15384615384615,FALSE
"Sub120_ToD","YA","Night","Julia","3",64.1538461538462,17.2307692307692,FALSE
"Sub121_ToD","OA","Night","Julia","Overall",44.1891891891892,-1.16216216216216,FALSE
"Sub121_ToD","OA","Night","Julia","1",49,-14.5,FALSE
"Sub121_ToD","OA","Night","Julia","2",37.6363636363636,9.27272727272727,FALSE
"Sub121_ToD","OA","Night","Julia","3",45.2142857142857,2.07142857142857,FALSE
"Sub122_ToD","YA","Night","Julia","Overall",89.7272727272727,-8.09090909090909,FALSE
"Sub122_ToD","YA","Night","Julia","1",60.1818181818182,-16,FALSE
"Sub122_ToD","YA","Night","Julia","2",130.125,-13.625,TRUE
"Sub122_ToD","YA","Night","Julia","3",90.3333333333333,35.6666666666667,FALSE
"Sub123_ToD","OA","Morning","Julia","Overall",12.6511627906977,-0.465116279069767,FALSE
"Sub123_ToD","OA","Morning","Julia","1",17.5833333333333,-14.4166666666667,FALSE
"Sub123_ToD","OA","Morning","Julia","2",13.7333333333333,8.26666666666667,FALSE
"Sub123_ToD","OA","Morning","Julia","3",7.9375,1.8125,FALSE
"Sub124_ToD","YA","Night","Julia","Overall",21.7,0.1,FALSE
"Sub124_ToD","YA","Night","Julia","1",26.95,-15.95,FALSE
"Sub124_ToD","YA","Night","Julia","2",16.35,5.15,FALSE
"Sub124_ToD","YA","Night","Julia","3",21.8,11.1,FALSE
"Sub125_ToD","YA","Night","Maheria","Overall",48.6590909090909,-5.75,FALSE
"Sub125_ToD","YA","Night","Maheria","1",55.0833333333333,-0.416666666666667,FALSE
"Sub125_ToD","YA","Night","Maheria","2",42.0588235294118,-9.47058823529412,FALSE
"Sub125_ToD","YA","Night","Maheria","3",51,-5.8,FALSE
"Sub126_ToD","OA","Morning","Maheria","Overall",74.0294117647059,-4.79411764705882,FALSE
"Sub126_ToD","OA","Morning","Maheria","1",57.9090909090909,1.72727272727273,FALSE
"Sub126_ToD","OA","Morning","Maheria","2",86.5555555555556,-45.8888888888889,FALSE
"Sub126_ToD","OA","Morning","Maheria","3",78.6428571428571,16.5,FALSE
"Sub127_ToD","OA","Morning","Maheria","Overall",85.6382978723404,7.51063829787234,FALSE
"Sub127_ToD","OA","Morning","Maheria","1",71.1333333333333,-39.5333333333333,FALSE
"Sub127_ToD","OA","Morning","Maheria","2",96.7647058823529,-2.88235294117647,FALSE
"Sub127_ToD","OA","Morning","Maheria","3",87.5333333333333,66.3333333333333,FALSE
"Sub128_ToD","YA","Morning","Maheria","Overall",28,9.2,FALSE
"Sub128_ToD","YA","Morning","Maheria","1",38.9411764705882,29.8823529411765,FALSE
"Sub128_ToD","YA","Morning","Maheria","2",23.2,-1.06666666666667,FALSE
"Sub128_ToD","YA","Morning","Maheria","3",21.6666666666667,-1.77777777777778,FALSE
"Sub129_ToD","OA","Night","Maheria","Overall",44.4166666666667,-11.9583333333333,FALSE
"Sub129_ToD","OA","Night","Maheria","1",59.5,3.64285714285714,FALSE
"Sub129_ToD","OA","Night","Maheria","2",30.6666666666667,-20.1111111111111,FALSE
"Sub129_ToD","OA","Night","Maheria","3",46.6875,-16.4375,FALSE
"Sub130_ToD","YA","Morning","Maheria","Overall",27.0851063829787,5.59574468085106,FALSE
"Sub130_ToD","YA","Morning","Maheria","1",31.125,15.75,FALSE
"Sub130_ToD","YA","Morning","Maheria","2",24.4666666666667,-10.3333333333333,FALSE
"Sub130_ToD","YA","Morning","Maheria","3",25.5,10.375,FALSE
"Sub131_ToD","OA","Morning","Maheria","Overall",48.5714285714286,-5.61904761904762,FALSE
"Sub131_ToD","OA","Morning","Maheria","1",34.8333333333333,14.3333333333333,FALSE
"Sub131_ToD","OA","Morning","Maheria","2",44,-18.2857142857143,FALSE
"Sub131_ToD","OA","Morning","Maheria","3",62.875,-9.5,FALSE
"Sub132_ToD","YA","Night","Maheria","Overall",38.6818181818182,-19.3181818181818,FALSE
"Sub132_ToD","YA","Night","Maheria","1",42.5,-24.125,FALSE
"Sub132_ToD","YA","Night","Maheria","2",42.0714285714286,-13.2142857142857,FALSE
"Sub132_ToD","YA","Night","Maheria","3",30.9285714285714,-19.9285714285714,FALSE
"Sub133_ToD","OA","Morning","Maheria","Overall",38.0961538461538,13.0961538461538,FALSE
"Sub133_ToD","OA","Morning","Maheria","1",43.75,14.625,FALSE
"Sub133_ToD","OA","Morning","Maheria","2",31.9375,18.9375,FALSE
"Sub133_ToD","OA","Morning","Maheria","3",38.5,7.2,FALSE
"Sub134_ToD","OA","Night","Maheria","Overall",93.8333333333333,-0.314814814814815,FALSE
"Sub134_ToD","OA","Night","Maheria","1",104.058823529412,30.0588235294118,TRUE
"Sub134_ToD","OA","Night","Maheria","2",93.2777777777778,-24.9444444444444,FALSE
"Sub134_ToD","OA","Night","Maheria","3",85.2105263157895,-4.15789473684211,FALSE
"Sub135_ToD","YA","Night","Maheria","Overall",57.7777777777778,-14.8444444444444,FALSE
"Sub135_ToD","YA","Night","Maheria","1",90.9230769230769,-2.30769230769231,FALSE
"Sub135_ToD","YA","Night","Maheria","2",30.0625,-9.0625,FALSE
"Sub135_ToD","YA","Night","Maheria","3",58.5625,-30.8125,FALSE
"Sub136_ToD","YA","Night","Maheria","Overall",22.3965517241379,-4.91379310344828,FALSE
"Sub136_ToD","YA","Night","Maheria","1",25.2,-2.9,FALSE
"Sub136_ToD","YA","Night","Maheria","2",18.6111111111111,-9.38888888888889,FALSE
"Sub136_ToD","YA","Night","Maheria","3",23,-2.9,FALSE
"Sub137_ToD","OA","Morning","Maheria","Overall",30.537037037037,2.94444444444444,FALSE
"Sub137_ToD","OA","Morning","Maheria","1",20.6842105263158,4.68421052631579,FALSE
"Sub137_ToD","OA","Morning","Maheria","2",41.3888888888889,5.5,FALSE
"Sub137_ToD","OA","Morning","Maheria","3",30.0588235294118,-1.70588235294118,FALSE
"Sub138_ToD","OA","Morning","Maheria","Overall",19.1090909090909,-12.6727272727273,FALSE
"Sub138_ToD","OA","Morning","Maheria","1",25.8235294117647,-14.6470588235294,FALSE
"Sub138_ToD","OA","Morning","Maheria","2",19.3157894736842,-15.1052631578947,FALSE
"Sub138_ToD","OA","Morning","Maheria","3",12.8947368421053,-8.47368421052632,FALSE
"Sub139_ToD","YA","Morning","Maheria","Overall",28.64,3.88,FALSE
"Sub139_ToD","YA","Morning","Maheria","1",20.7,6.8,FALSE
"Sub139_ToD","YA","Morning","Maheria","2",34.7222222222222,1.72222222222222,FALSE
"Sub139_ToD","YA","Morning","Maheria","3",32.75,2.25,FALSE
"Sub140_ToD","OA","Morning","Maheria","Overall",28.2545454545455,-3.09090909090909,FALSE
"Sub140_ToD","OA","Morning","Maheria","1",24.3333333333333,17.5555555555556,FALSE
"Sub140_ToD","OA","Morning","Maheria","2",35.4444444444444,-16.3333333333333,FALSE
"Sub140_ToD","OA","Morning","Maheria","3",25.1578947368421,-10.1052631578947,FALSE
"Sub141_ToD","OA","Night","Maheria","Overall",52.5510204081633,-2.10204081632653,FALSE
"Sub141_ToD","OA","Night","Maheria","1",50.375,-0.5,FALSE
"Sub141_ToD","OA","Night","Maheria","2",36.125,-15.25,FALSE
"Sub141_ToD","OA","Night","Maheria","3",70.0588235294118,8.76470588235294,FALSE
"Sub142_ToD","OA","Night","Maheria","Overall",9.3728813559322,1.8135593220339,FALSE
"Sub142_ToD","OA","Night","Maheria","1",9.85,2.55,FALSE
"Sub142_ToD","OA","Night","Maheria","2",11.2631578947368,5.36842105263158,FALSE
"Sub142_ToD","OA","Night","Maheria","3",7.1,-2.3,FALSE
"Sub143_ToD","OA","Night","Maheria","Overall",30.5094339622642,9.11320754716981,FALSE
"Sub143_ToD","OA","Night","Maheria","1",16.3684210526316,-3.63157894736842,FALSE
"Sub143_ToD","OA","Night","Maheria","2",33.2352941176471,12.4117647058824,FALSE
"Sub143_ToD","OA","Night","Maheria","3",43.5882352941176,20.0588235294118,FALSE
"Sub144_ToD","OA","Night","Maheria","Overall",52.1929824561403,9.8421052631579,FALSE
"Sub144_ToD","OA","Night","Maheria","1",58.2777777777778,22.0555555555556,FALSE
"Sub144_ToD","OA","Night","Maheria","2",54.35,21.55,FALSE
"Sub144_ToD","OA","Night","Maheria","3",44.1578947368421,-14.0526315789474,FALSE
"Sub145_ToD","YA","Morning","Maheria","Overall",37.5510204081633,3.10204081632653,FALSE
"Sub145_ToD","YA","Morning","Maheria","1",30.2222222222222,3,FALSE
"Sub145_ToD","YA","Morning","Maheria","2",25.3571428571429,-4.5,FALSE
"Sub145_ToD","YA","Morning","Maheria","3",55.3529411764706,9.47058823529412,FALSE
"Sub146_ToD","YA","Night","Maheria","Overall",16.4736842105263,-2.57894736842105,FALSE
"Sub146_ToD","YA","Night","Maheria","1",23.5789473684211,-4,FALSE
"Sub146_ToD","YA","Night","Maheria","2",10.95,-6.05,FALSE
"Sub146_ToD","YA","Night","Maheria","3",15.1111111111111,2.77777777777778,FALSE
"Sub147_ToD","YA","Night","Maheria","Overall",25.3636363636364,-12.2272727272727,FALSE
"Sub147_ToD","YA","Night","Maheria","1",26.8333333333333,3.5,FALSE
"Sub147_ToD","YA","Night","Maheria","2",16.5,-12.8333333333333,FALSE
"Sub147_ToD","YA","Night","Maheria","3",35.5,-24.9285714285714,FALSE
"Sub148_ToD","YA","Night","Maheria","Overall",103.301886792453,-6.69811320754717,TRUE
"Sub148_ToD","YA","Night","Maheria","1",101.235294117647,14.7647058823529,TRUE
"Sub148_ToD","YA","Night","Maheria","2",98.375,-12.875,FALSE
"Sub148_ToD","YA","Night","Maheria","3",109,-20,FALSE
"Sub149_ToD","OA","Night","Maheria","Overall",41.0227272727273,13.3409090909091,FALSE
"Sub149_ToD","OA","Night","Maheria","1",37.0625,13.4375,FALSE
"Sub149_ToD","OA","Night","Maheria","2",30.8461538461538,4.07692307692308,FALSE
"Sub149_ToD","OA","Night","Maheria","3",54.0666666666667,21.2666666666667,FALSE
"Sub150_ToD","YA","Morning","Maheria","Overall",26.5272727272727,-1.8,FALSE
"Sub150_ToD","YA","Morning","Maheria","1",37.7777777777778,-12.8888888888889,FALSE
"Sub150_ToD","YA","Morning","Maheria","2",16.9411764705882,5.29411764705882,FALSE
"Sub150_ToD","YA","Morning","Maheria","3",24.55,2.15,FALSE
"Sub151_ToD","YA","Morning","Maheria","Overall",58.0612244897959,6.51020408163265,FALSE
"Sub151_ToD","YA","Morning","Maheria","1",73.1176470588235,22.1764705882353,FALSE
"Sub151_ToD","YA","Morning","Maheria","2",51,5.58823529411765,FALSE
"Sub151_ToD","YA","Morning","Maheria","3",49,-10.2,FALSE
"Sub152_ToD","YA","Morning","Maheria","Overall",57.5333333333333,17.1333333333333,FALSE
"Sub152_ToD","YA","Morning","Maheria","1",48.875,-7.625,FALSE
"Sub152_ToD","YA","Morning","Maheria","2",72,64,FALSE
"Sub152_ToD","YA","Morning","Maheria","3",61.3333333333333,20.6666666666667,FALSE
