"sub_id","AgeGroup","ToD_Condition","collected_by","block","absavg_learning","minavg_learning","outlier_Learning_Age"
"Sub075_ToD","OA","Night","Julia","3",4.52631578947368,2.63157894736842,FALSE
"Sub076_ToD","YA","Night","Julia","Overall",4.84905660377358,0.320754716981132,FALSE
"Sub076_ToD","YA","Night","Julia","1",3.9375,-1.1875,FALSE
"Sub076_ToD","YA","Night","Julia","2",4.66666666666667,0.666666666666667,FALSE
"Sub076_ToD","YA","Night","Julia","3",5.78947368421053,1.26315789473684,FALSE
"Sub077_ToD","OA","Morning","Julia","Overall",12.0363636363636,-1.27272727272727,FALSE
"Sub077_ToD","OA","Morning","Julia","1",10.7894736842105,1.42105263157895,FALSE
"Sub077_ToD","OA","Morning","Julia","2",13.7058823529412,-2.41176470588235,FALSE
"Sub077_ToD","OA","Morning","Julia","3",11.7894736842105,-2.94736842105263,FALSE
"Sub078_ToD","YA","Night","Julia","Overall",5.12,1.96,FALSE
"Sub078_ToD","YA","Night","Julia","1",1.94117647058824,0.411764705882353,FALSE
"Sub078_ToD","YA","Night","Julia","2",11.1176470588235,6.52941176470588,FALSE
"Sub078_ToD","YA","Night","Julia","3",2.125,-1.25,FALSE
"Sub079_ToD","OA","Morning","Julia","Overall",7.28,-1.16,FALSE
"Sub079_ToD","OA","Morning","Julia","1",9.05555555555556,-1.94444444444444,FALSE
"Sub079_ToD","OA","Morning","Julia","2",6.94117647058824,-1.05882352941176,FALSE
"Sub079_ToD","OA","Morning","Julia","3",5.53333333333333,-0.333333333333333,FALSE
"Sub080_ToD","OA","Night","Julia","Overall",9.01960784313725,0.274509803921569,FALSE
"Sub080_ToD","OA","Night","Julia","1",6.64285714285714,-0.642857142857143,FALSE
"Sub080_ToD","OA","Night","Julia","2",10.2941176470588,-0.411764705882353,FALSE
"Sub080_ToD","OA","Night","Julia","3",9.6,1.5,FALSE
"Sub081_ToD","OA","Night","Julia","Overall",6.83018867924528,-0.0754716981132075,FALSE
"Sub081_ToD","OA","Night","Julia","1",6.4,-4.93333333333333,FALSE
"Sub081_ToD","OA","Night","Julia","2",6.47368421052632,1.73684210526316,FALSE
"Sub081_ToD","OA","Night","Julia","3",7.52631578947368,1.94736842105263,FALSE
"Sub082_ToD","YA","Morning","Julia","Overall",4.95,1.25,FALSE
"Sub082_ToD","YA","Morning","Julia","1",5.26666666666667,2.6,FALSE
"Sub082_ToD","YA","Morning","Julia","2",5.35714285714286,0.928571428571429,FALSE
"Sub082_ToD","YA","Morning","Julia","3",4,-0.181818181818182,FALSE
"Sub083_ToD","OA","Morning","Julia","Overall",12.4107142857143,1.01785714285714,FALSE
"Sub083_ToD","OA","Morning","Julia","1",20.25,-0.85,FALSE
