obj1,locresp1,locresp1_adj,respposX1,respposY1,Learning_Loc_Test_rt,condnum,respposX2,respposY2,backgr,obj1loc,TrialID,StudyTrialNum,block,testObj1,testObj1Feat1,TestPracTrialNum,testObj1Feat1TargetVal,testObj1LocStartVal1,testObj1LocStartVal2,testObj1LocStartVal3,testObj1LocTargetVal,testObj1Target,testObj1Foil,testObj1FCOrder,testObj1FCleftItem,testObj1FCrightItem,OldImages,locresp2,locresp2_adj,Recall_Loc_Test_rt,Old_New_Test,Old_New_Test_rt,Remember_Test,Remember_Test_rt,Imm_Delay,SubID,AgeGroup,ToD_Condition
airfreshener1_tr.png,-20,340,-0.08253115,0.226752471,7.6476,188,0.206838704,0.124281232,Bckg42.jpg,2,91,59,2,1,1,79,2,156,345,88,2,airfreshener1_tr.png,NA,1,Foil,Target,1,419,59,5.3226,1,2.118,2,1.0615,1,Sub077_ToD_Online,OA,Night
asparagus1_tr.png,266,266,-0.240717133,-0.016832582,7.0219,188,-0.222122368,0.094285352,Bckg134.jpg,263,47,112,3,1,1,112,263,290,137,190,263,asparagus1_tr.png,NA,0,Target,Foil,1,293,293,5.5642,1,1.849,2,0.6999,1,Sub077_ToD_Online,OA,Night
bathingsuit1_tr.png,291,291,-0.225277569,0.086475957,4.1099,188,0.241268188,-0.004211352,Bckg19.jpg,288,65,81,3,1,1,111,288,311,51,176,288,bathingsuit1_tr.png,NA,0,Target,Foil,1,91,91,4.3197,1,1.8606,2,0.5009,1,Sub077_ToD_Online,OA,Night
bbqmachine1_tr.png,521,161,0.078561204,-0.228158303,6.8616,188,0.08253115,-0.226752471,Bckg48.jpg,172,40,80,2,1,1,54,172,331,332,338,172,bbqmachine1_tr.png,NA,0,Target,Foil,1,520,160,6.2702,1,1.3742,1,0.65,1,Sub077_ToD_Online,OA,Night
binder1_tr.png,120,120,0.208976208,-0.12065247,6.1789,188,0.155107826,0.184850308,Bckg82.jpg,91,21,77,2,1,1,42,91,236,320,312,91,binder1_tr.png,NA,1,Foil,Target,1,400,40,5.1822,1,2.9101,1,1.0579,1,Sub077_ToD_Online,OA,Night
bird1_tr.png,56,56,0.200050862,0.13493601,5.2236,188,0.145220938,0.192714694,Bckg2.jpg,39,72,89,3,1,1,84,39,118,137,33,39,bird1_tr.png,NA,1,Foil,Target,1,37,37,8.3523,1,1.5394,1,1.0002,1,Sub077_ToD_Online,OA,Night
bowls1_tr.png,66,66,0.220443032,0.098147561,8.186,188,-0.23512031,0.054281801,Bckg103.jpg,76,79,76,2,1,1,49,76,238,207,139,76,bowls1_tr.png,NA,0,Target,Foil,1,283,283,11.0559,1,2.3545,1,1.2437,1,Sub077_ToD_Online,OA,Night
boxinggloves1_tr.png,269,269,-0.241268188,-0.004211352,3.9368,188,-0.24097424,0.012628925,Bckg131.jpg,276,95,66,2,1,1,70,276,159,125,149,276,boxinggloves1_tr.png,NA,0,Target,Foil,1,273,273,11.1,1,0.8427,1,0.5157,1,Sub077_ToD_Online,OA,Night
cabinet1_tr.png,365,5,0.021031111,0.240386702,4.3083,188,-0.098147561,0.220443032,Bckg13.jpg,355,110,9,1,1,1,25,355,291,250,164,355,cabinet1_tr.png,NA,1,Foil,Target,1,336,336,8.1675,1,1.8303,1,1.0812,1,Sub077_ToD_Online,OA,Night
cakemixer1_tr.png,252,252,-0.229494636,-0.074567327,5.5642,188,0.179324518,0.161464521,Bckg12.jpg,255,117,46,2,1,1,65,255,108,314,330,255,cakemixer1_tr.png,NA,0,Target,Foil,1,408,48,4.3379,1,2.21,1,0.8019,1,Sub077_ToD_Online,OA,Night
clock1_tr.png,128,128,[],[],3.9382,188,0.225277569,-0.086475957,Bckg137.jpg,133,76,17,1,1,1,12,133,128,1,280,133,clock1_tr.png,NA,0,Target,Foil,1,471,111,15.916,1,2.7355,2,3.6701,1,Sub077_ToD_Online,OA,Night
coffeemug1_tr.png,301,301,-0.206838704,0.124281232,6.2741,188,0.197665435,0.138406828,Bckg20.jpg,325,70,83,3,1,1,108,325,253,113,22,325,coffeemug1_tr.png,NA,1,Foil,Target,1,55,55,5.297,1,2.1737,1,1.084,1,Sub077_ToD_Online,OA,Night
highheel1_tr.png,126,126,0.195219797,-0.141835485,2.2439,188,0.050170118,-0.236031848,Bckg57.jpg,128,77,71,2,1,1,53,128,108,34,194,128,highheel1_tr.png,NA,0,Target,Foil,1,168,168,7.8722,1,2.5919,1,0.823,1,Sub077_ToD_Online,OA,Night
iceskates1_tr.png,204,204,-0.098147561,-0.220443032,3.7182,188,-0.138406828,0.197665435,Bckg27.jpg,186,64,105,3,1,1,82,186,280,131,293,186,iceskates1_tr.png,NA,1,Foil,Target,1,-35,325,7.6363,1,2.0904,1,1.0027,1,Sub077_ToD_Online,OA,Night
jackolantern1_tr.png,43,43,0.164569573,0.176479261,4.4865,188,[],[],Bckg21.jpg,51,93,88,3,1,1,120,51,161,66,118,51,jackolantern1_tr.png,NA,1,Foil,Target,1,66,66,1.8357,1,1.4096,1,1.0224,1,Sub077_ToD_Online,OA,Night
kite1_tr.png,203,203,-0.094285352,-0.222122368,6.0456,188,0.004211352,-0.241268188,Bckg128.jpg,181,115,40,1,1,1,38,181,59,221,177,181,kite1_tr.png,NA,0,Target,Foil,1,179,179,8.992,1,1.3973,2,1.749,1,Sub077_ToD_Online,OA,Night
lipstick1_tr.png,108,108,0.229494636,-0.074567327,6.0961,188,0.23512031,-0.054281801,Bckg22.jpg,106,22,119,3,1,1,92,106,284,129,228,106,lipstick1_tr.png,NA,0,Target,Foil,1,103,103,9.2407,1,1.108,1,0.8491,1,Sub077_ToD_Online,OA,Night
mouthwash1_tr.png,-23,337,-0.094285352,0.222122368,5.7384,188,-0.148562155,0.190150888,Bckg109.jpg,352,100,92,3,1,1,104,352,115,250,226,352,mouthwash1_tr.png,NA,0,Target,Foil,1,322,322,4.4865,1,1.4452,1,0.5172,1,Sub077_ToD_Online,OA,Night
nailpolish1_tr.png,314,314,-0.173580247,0.167624496,6.4503,188,[],[],Bckg84.jpg,301,32,8,1,1,1,35,301,148,320,226,301,nailpolish1_tr.png,NA,0,Target,Foil,1,320,320,3.0574,1,3.6258,1,1.2146,1,Sub077_ToD_Online,OA,Night
pin1_tr.png,306,306,-0.195219797,0.141835485,3.252,188,-0.220443032,-0.098147561,Bckg59.jpg,300,82,20,1,1,1,37,300,260,88,40,300,pin1_tr.png,NA,0,Target,Foil,1,246,246,10.4659,1,1.014,2,0.0018,1,Sub077_ToD_Online,OA,Night
pizza1_tr.png,31,31,0.124281232,0.206838704,8.1233,188,0.18752916,0.151858119,Bckg83.jpg,31,80,101,3,1,1,101,31,153,237,175,31,pizza1_tr.png,NA,1,Foil,Target,1,411,51,8.7,1,1.1295,1,0.6288,1,Sub077_ToD_Online,OA,Night
potatochips1_tr.png,20,20,0.08253115,0.226752471,6.0924,188,0.033583157,0.238956577,Bckg124.jpg,13,81,114,3,1,1,100,13,164,112,355,13,potatochips1_tr.png,NA,0,Target,Foil,1,8,8,7.5743,1,2.355,1,0.7528,1,Sub077_ToD_Online,OA,Night
present1_tr.png,189,189,-0.037748409,-0.238334076,5.1063,188,0.025223235,-0.239983046,Bckg121.jpg,184,46,109,3,1,1,113,184,45,118,188,184,present1_tr.png,NA,0,Target,Foil,1,174,174,2.7616,1,3.8778,2,0.6866,1,Sub077_ToD_Online,OA,Night
scarf1_tr.png,287,287,-0.230761062,0.070550737,5.89,188,-0.220443032,0.098147561,Bckg51.jpg,276,59,111,3,1,1,87,276,231,56,236,276,scarf1_tr.png,NA,1,Foil,Target,1,-66,294,6.3767,1,1.1434,1,0.6184,1,Sub077_ToD_Online,OA,Night
seashell1_tr.png,206,206,-0.105781123,-0.216883443,2.7803,188,-0.226752471,-0.08253115,Bckg8.jpg,205,13,55,2,1,1,75,205,224,134,59,205,seashell1_tr.png,NA,1,Foil,Target,1,250,250,5.8522,1,1.3787,1,0.8878,1,Sub077_ToD_Online,OA,Night
sippycup1_tr.png,108,108,0.229494636,-0.074567327,3.7306,188,0.218696546,0.101979874,Bckg105.jpg,107,106,43,2,1,1,46,107,24,15,204,107,sippycup1_tr.png,NA,1,Foil,Target,1,65,65,3.2546,1,1.2018,1,0.8861,1,Sub077_ToD_Online,OA,Night
suit1_tr.png,277,277,-0.23950629,0.029407675,5.0232,188,-0.202375351,0.13142409,Bckg52.jpg,262,36,110,3,1,1,105,262,153,255,138,262,suit1_tr.png,NA,1,Foil,Target,1,303,303,3.0137,1,2.4012,2,0.5023,1,Sub077_ToD_Online,OA,Night
sunglasses1_tr.png,405,45,0.170628359,0.170628359,5.9393,188,-0.206838704,0.124281232,Bckg11.jpg,27,29,85,3,1,1,93,27,287,111,147,27,sunglasses1_tr.png,NA,0,Target,Foil,1,301,301,15.2062,1,3.1031,1,1.2787,1,Sub077_ToD_Online,OA,Night
telephonebooth1_tr.png,206,206,-0.105781123,-0.216883443,12.8534,188,-0.101979874,-0.218696546,Bckg107.jpg,214,63,33,1,1,1,2,214,64,281,300,214,telephonebooth1_tr.png,NA,1,Foil,Target,1,205,205,6.9505,1,1.3667,1,1.5326,1,Sub077_ToD_Online,OA,Night
toad1_tr.png,390,30,0.12065247,0.208976208,4.6395,188,-0.195219797,0.141835485,Bckg65.jpg,25,27,65,2,1,1,64,25,278,24,220,25,toad1_tr.png,NA,0,Target,Foil,1,-54,306,9.6744,1,1.6584,1,0.6306,1,Sub077_ToD_Online,OA,Night
towels1_tr.png,204,204,-0.098147561,-0.220443032,3.8604,188,0.228158303,0.078561204,Bckg115.jpg,193,37,118,3,1,1,94,193,106,21,53,193,towels1_tr.png,NA,1,Foil,Target,1,71,71,3.6552,1,1.4782,1,0.9852,1,Sub077_ToD_Online,OA,Night
train1_tr.png,125,125,0.197665435,-0.138406828,2.1946,188,0.240386702,0.021031111,Bckg61.jpg,127,104,116,3,1,1,96,127,71,191,165,127,train1_tr.png,NA,1,Foil,Target,1,445,85,10.8712,1,3.0013,2,0.8993,1,Sub077_ToD_Online,OA,Night
trumpet1_tr.png,361,1,0.004211352,0.241268188,5.0555,188,[],[],Bckg130.jpg,355,58,6,1,1,1,23,355,313,133,32,355,trumpet1_tr.png,NA,0,Target,Foil,1,133,133,5.4485,1,3.6254,1,1.2089,1,Sub077_ToD_Online,OA,Night
waterfilter1_tr.png,126,126,0.195219797,-0.141835485,6.8618,188,0.216883443,-0.105781123,Bckg123.jpg,115,56,75,2,1,1,44,115,280,232,286,115,waterfilter1_tr.png,NA,0,Target,Foil,1,476,116,9.0076,1,2.0311,2,1.1328,1,Sub077_ToD_Online,OA,Night
woodenbox1_tr.png,329,329,-0.124281232,0.206838704,4.7876,188,-0.170628359,0.170628359,Bckg9.jpg,346,69,26,1,1,1,26,346,209,115,175,346,woodenbox1_tr.png,NA,1,Foil,Target,1,315,315,12.2849,1,3.4518,2,5.7439,1,Sub077_ToD_Online,OA,Night
