obj1,locresp1,locresp1_adj,respposX1,respposY1,Learning_Loc_Test_rt,condnum,respposX2,respposY2,backgr,obj1loc,TrialID,StudyTrialNum,block,testObj1,testObj1Feat1,TestPracTrialNum,testObj1Feat1TargetVal,testObj1LocStartVal1,testObj1LocStartVal2,testObj1LocStartVal3,testObj1LocTargetVal,testObj1Target,testObj1Foil,testObj1FCOrder,testObj1FCleftItem,testObj1FCrightItem,OldImages,locresp2,locresp2_adj,Recall_Loc_Test_rt,Old_New_Test,Old_New_Test_rt,Remember_Test,Remember_Test_rt,Imm_Delay,SubID,AgeGroup,ToD_Condition
apple1_tr.png,471,111,0.211785446,-0.081296816,6.0862,56,0.218065023,0.062529139,Bckg81.jpg,114,62,69,2,1,1,70,114,347,32,264,114,apple1_tr.png,NA,0,Target,Foil,1,74,74,3.3336,1,0.9671,2,0.301,1,Sub089_ToD_Online,YA,Morning
bagel1_tr.png,245,245,-0.205598568,-0.095872187,3.4585,56,-0.226714727,0.007917053,Bckg43.jpg,246,20,30,1,1,1,29,246,243,284,250,246,bagel1_tr.png,NA,0,Target,Foil,1,272,272,4.1354,1,1.396,1,0.9176,1,Sub089_ToD_Online,YA,Morning
bandaid1_tr.png,249,249,-0.211785446,-0.081296816,5.9344,56,-0.190254867,-0.123552955,Bckg45.jpg,246,107,56,2,1,1,42,246,143,243,11,246,bandaid1_tr.png,NA,1,Foil,Target,1,237,237,3.0503,1,0.9004,1,0.3617,1,Sub089_ToD_Online,YA,Morning
bathroomscale1_tr.png,227,227,-0.165909723,-0.154713319,2.5986,56,-0.160409238,-0.160409238,Bckg17.jpg,226,17,41,2,1,1,78,226,235,285,318,226,bathroomscale1_tr.png,NA,0,Target,Foil,1,225,225,2.351,1,1.1011,1,0.3341,1,Sub089_ToD_Online,YA,Morning
bbqmachine1_tr.png,203,203,-0.088638497,-0.208819214,4.4848,56,-0.062529139,-0.218065023,Bckg48.jpg,172,40,77,2,1,1,55,172,331,332,338,172,bbqmachine1_tr.png,NA,0,Target,Foil,1,196,196,5.4819,1,3.1601,2,1.5675,1,Sub089_ToD_Online,YA,Morning
bed1_tr.png,242,242,-0.20029924,-0.106500995,5.1507,56,-0.216940526,-0.066325375,Bckg77.jpg,245,120,109,3,1,1,108,245,138,143,160,245,bed1_tr.png,NA,1,Foil,Target,1,253,253,3.6244,1,0.7146,1,0.435,1,Sub089_ToD_Online,YA,Morning
bow1_tr.png,173,173,0.027646416,-0.225161993,3.6172,56,0.027646416,-0.225161993,Bckg54.jpg,172,67,87,3,1,1,120,172,311,5,258,172,bow1_tr.png,NA,0,Target,Foil,1,173,173,6.5492,1,0.8944,1,0.3999,1,Sub089_ToD_Online,YA,Morning
bowls1_tr.png,70,70,0.213172015,0.077588268,5.8384,56,0.219123094,0.058713856,Bckg103.jpg,76,79,26,1,1,1,39,76,238,207,139,76,bowls1_tr.png,NA,0,Target,Foil,1,75,75,7.0588,1,1.5623,1,0.3524,1,Sub089_ToD_Online,YA,Morning
breakfast1_tr.png,306,306,-0.183527868,0.133340801,2.5845,56,-0.066325375,-0.216940526,Bckg89.jpg,300,3,115,3,1,1,90,300,348,149,173,300,breakfast1_tr.png,NA,0,Target,Foil,1,197,197,2.6489,1,1.7831,2,0.3169,1,Sub089_ToD_Online,YA,Morning
cabinet1_tr.png,351,351,-0.035487615,0.224059984,2.885,56,-0.023712587,0.225610196,Bckg13.jpg,355,110,10,1,1,1,19,355,291,250,164,355,cabinet1_tr.png,NA,1,Foil,Target,1,354,354,6.3598,1,1.0157,1,0.4811,1,Sub089_ToD_Online,YA,Morning
coat1_tr.png,459,99,0.224059984,-0.035487615,6.8842,56,0.190254867,-0.123552955,Bckg108.jpg,94,102,33,1,1,1,25,94,309,13,198,94,coat1_tr.png,NA,0,Target,Foil,1,123,123,4.8267,1,1.0302,1,0.6848,1,Sub089_ToD_Online,YA,Morning
coke1_tr.png,-35,325,-0.130117489,0.185827033,4.0172,56,-0.148828906,0.171208072,Bckg78.jpg,322,74,116,3,1,1,113,322,31,323,307,322,coke1_tr.png,NA,1,Foil,Target,1,319,319,2.5676,1,0.9168,1,0.4853,1,Sub089_ToD_Online,YA,Morning
eggs1_tr.png,86,86,0.226300318,0.01582446,3.2679,56,-0.226818369,0.003959129,Bckg132.jpg,84,28,59,2,1,1,51,84,124,265,170,84,eggs1_tr.png,NA,1,Foil,Target,1,271,271,6.3007,1,2.0118,2,1.067,1,Sub089_ToD_Online,YA,Morning
fantacan1_tr.png,134,134,0.163184334,-0.15758528,4.4392,56,0.15758528,-0.163184334,Bckg86.jpg,126,84,40,1,1,1,9,126,32,278,53,126,fantacan1_tr.png,NA,1,Foil,Target,1,136,136,5.2986,1,0.9081,1,0.5083,1,Sub089_ToD_Online,YA,Morning
grater1_tr.png,373,13,0.051030804,0.221038694,5.6007,56,-0.081296816,-0.211785446,Bckg118.jpg,227,108,66,2,1,1,45,227,183,311,225,227,grater1_tr.png,NA,0,Target,Foil,1,201,201,3.5487,1,2.1372,2,0.3504,1,Sub089_ToD_Online,YA,Morning
handbag1_tr.png,419,59,0.194450905,0.116837891,4.702,56,0.203894054,0.099445775,Bckg97.jpg,66,94,48,2,1,1,77,66,275,244,269,66,handbag1_tr.png,NA,0,Target,Foil,1,424,64,5.5985,1,0.8914,1,0.434,1,Sub089_ToD_Online,YA,Morning
hat1_tr.png,231,231,-0.176297831,-0.142763168,2.65,56,-0.099445775,-0.203894054,Bckg133.jpg,235,68,18,1,1,1,21,235,251,330,13,235,hat1_tr.png,NA,1,Foil,Target,1,206,206,3.6342,1,0.8614,1,0.5247,1,Sub089_ToD_Online,YA,Morning
highheel1_tr.png,124,124,0.188069594,-0.126854543,1.9997,56,0.210334365,-0.0849806,Bckg57.jpg,128,77,90,3,1,1,105,128,108,34,194,128,highheel1_tr.png,NA,0,Target,Foil,1,112,112,2.9847,1,0.754,1,0.5095,1,Sub089_ToD_Online,YA,Morning
jellybeans1_tr.png,237,237,-0.190254867,-0.123552955,5.8181,56,-0.054880688,-0.220114419,Bckg46.jpg,235,49,101,3,1,1,96,235,347,110,157,235,jellybeans1_tr.png,NA,0,Target,Foil,1,194,194,3.5356,1,1.0008,2,1.4111,1,Sub089_ToD_Online,YA,Morning
kite1_tr.png,181,181,-0.003959129,-0.226818369,5.2552,56,-0.003959129,-0.226818369,Bckg128.jpg,181,115,17,1,1,1,13,181,59,221,177,181,kite1_tr.png,NA,0,Target,Foil,1,181,181,4.3509,1,0.9386,1,0.3019,1,Sub089_ToD_Online,YA,Morning
lei1_tr.png,46,46,0.163184334,0.15758528,3.9277,56,0.163184334,0.15758528,Bckg119.jpg,49,5,75,2,1,1,56,49,174,32,226,49,lei1_tr.png,NA,1,Foil,Target,1,46,46,2.5469,1,0.9831,1,0.3343,1,Sub089_ToD_Online,YA,Morning
loaf1_tr.png,465,105,0.219123094,-0.058713856,6.7521,56,0.220114419,-0.054880688,Bckg90.jpg,101,25,89,3,1,1,118,101,357,138,325,101,loaf1_tr.png,NA,1,Foil,Target,1,104,104,2.9839,1,1.5835,1,0.4009,1,Sub089_ToD_Online,YA,Morning
motorcycle1_tr.png,236,236,-0.188069594,-0.126854543,4.9006,56,-0.226542026,-0.011872564,Bckg100.jpg,260,4,107,3,1,1,110,260,342,17,98,260,motorcycle1_tr.png,NA,0,Target,Foil,1,-93,267,3.3488,1,1.167,1,0.4836,1,Sub089_ToD_Online,YA,Morning
mouthwash1_tr.png,-15,345,-0.058713856,0.219123094,4.4926,56,-0.047165374,0.221895639,Bckg109.jpg,352,100,118,3,1,1,92,352,115,250,226,352,mouthwash1_tr.png,NA,0,Target,Foil,1,348,348,5.4354,1,0.8671,1,0.4008,1,Sub089_ToD_Online,YA,Morning
nailpolish1_tr.png,298,298,-0.20029924,0.106500995,4.5427,56,-0.183527868,0.133340801,Bckg84.jpg,301,32,85,3,1,1,81,301,148,320,226,301,nailpolish1_tr.png,NA,0,Target,Foil,1,306,306,3.2878,1,0.9852,1,0.4005,1,Sub089_ToD_Online,YA,Morning
oven1_tr.png,473,113,0.208819214,-0.088638497,4.6011,56,0.194450905,-0.116837891,Bckg55.jpg,111,9,81,3,1,1,82,111,305,27,70,111,oven1_tr.png,NA,0,Target,Foil,1,121,121,3.6671,1,1.1717,1,0.4342,1,Sub089_ToD_Online,YA,Morning
paintpalette1_tr.png,255,255,-0.219123094,-0.058713856,5.2234,56,-0.223406514,-0.039392596,Bckg56.jpg,259,16,108,3,1,1,85,259,311,154,192,259,paintpalette1_tr.png,NA,1,Foil,Target,1,260,260,4.1669,1,0.8513,1,0.4366,1,Sub089_ToD_Online,YA,Morning
pan1_tr.png,131,131,0.171208072,-0.148828906,2.119,56,0.221895639,-0.047165374,Bckg58.jpg,133,116,57,2,1,1,52,133,89,30,229,133,pan1_tr.png,NA,1,Foil,Target,1,102,102,6.1174,1,1.6878,1,0.7341,1,Sub089_ToD_Online,YA,Morning
penguin1_tr.png,433,73,0.216940526,0.066325375,6.1502,56,0.215749948,0.070101408,Bckg114.jpg,71,7,9,1,1,1,7,71,333,350,66,71,penguin1_tr.png,NA,0,Target,Foil,1,432,72,3.5181,1,1.0841,1,0.6686,1,Sub089_ToD_Online,YA,Morning
pokerchips1_tr.png,15,15,0.058713856,0.219123094,4.894,56,0.066325375,0.216940526,Bckg127.jpg,11,88,74,2,1,1,69,11,51,229,63,11,pokerchips1_tr.png,NA,0,Target,Foil,1,377,17,6.9988,1,1.1001,1,0.3001,1,Sub089_ToD_Online,YA,Morning
potatochips1_tr.png,18,18,0.070101408,0.215749948,6.2013,56,0.047165374,0.221895639,Bckg124.jpg,13,81,22,1,1,1,24,13,164,112,355,13,potatochips1_tr.png,NA,0,Target,Foil,1,12,12,4.0177,1,0.9838,1,1.5997,1,Sub089_ToD_Online,YA,Morning
present1_tr.png,191,191,-0.043285578,-0.222684993,5.3511,56,-0.047165374,-0.221895639,Bckg121.jpg,184,46,80,2,1,1,63,184,45,118,188,184,present1_tr.png,NA,0,Target,Foil,1,192,192,5.0144,1,0.9552,1,0.4184,1,Sub089_ToD_Online,YA,Morning
qtips1_tr.png,167,167,0.051030804,-0.221038694,4.4823,56,0.035487615,-0.224059984,Bckg129.jpg,171,92,96,3,1,1,111,171,235,155,124,171,qtips1_tr.png,NA,1,Foil,Target,1,171,171,3.8338,1,1.1843,1,0.5006,1,Sub089_ToD_Online,YA,Morning
scrabble1_tr.png,20,20,0.077588268,0.213172015,5.9479,56,0.039392596,0.223406514,Bckg91.jpg,15,39,67,2,1,1,79,15,152,156,110,15,scrabble1_tr.png,NA,1,Foil,Target,1,10,10,4.8178,1,0.9368,1,0.4007,1,Sub089_ToD_Online,YA,Morning
seashell1_tr.png,210,210,-0.11342646,-0.196460392,2.9342,56,-0.062529139,-0.218065023,Bckg8.jpg,205,13,94,3,1,1,115,205,224,134,59,205,seashell1_tr.png,NA,1,Foil,Target,1,196,196,4.3552,1,0.8342,1,0.4337,1,Sub089_ToD_Online,YA,Morning
sippycup1_tr.png,114,114,0.207240455,-0.092269395,4.8383,56,0.224059984,-0.035487615,Bckg105.jpg,107,106,53,2,1,1,48,107,24,15,204,107,sippycup1_tr.png,NA,1,Foil,Target,1,99,99,6.0656,1,1.1932,1,0.4177,1,Sub089_ToD_Online,YA,Morning
skippingrope1_tr.png,67,67,0.208819214,0.088638497,2.0655,56,0.198410034,0.109980478,Bckg7.jpg,60,45,64,2,1,1,57,60,87,213,277,60,skippingrope1_tr.png,NA,0,Target,Foil,1,421,61,6.5174,1,1.4836,1,0.5676,1,Sub089_ToD_Online,YA,Morning
starfish1_tr.png,79,79,0.222684993,0.043285578,4.0955,56,0.194450905,-0.116837891,Bckg106.jpg,77,54,43,2,1,1,66,77,197,61,78,77,starfish1_tr.png,NA,1,Foil,Target,1,121,121,6.8691,1,1.0838,2,0.3169,1,Sub089_ToD_Online,YA,Morning
steeringwheel1_tr.png,228,228,-0.168584574,-0.151794232,4.729,56,-0.165909723,-0.154713319,Bckg62.jpg,229,90,71,2,1,1,49,229,132,225,181,229,steeringwheel1_tr.png,NA,1,Foil,Target,1,227,227,4.019,1,1.1152,1,0.5834,1,Sub089_ToD_Online,YA,Morning
