obj1,locresp1,locresp1_adj,respposX1,respposY1,Learning_Loc_Test_rt,condnum,respposX2,respposY2,backgr,obj1loc,TrialID,StudyTrialNum,block,testObj1,testObj1Feat1,TestPracTrialNum,testObj1Feat1TargetVal,testObj1LocStartVal1,testObj1LocStartVal2,testObj1LocStartVal3,testObj1LocTargetVal,testObj1Target,testObj1Foil,testObj1FCOrder,testObj1FCleftItem,testObj1FCrightItem,OldImages,locresp2,locresp2_adj,Recall_Loc_Test_rt,Old_New_Test,Old_New_Test_rt,Remember_Test,Remember_Test_rt,Imm_Delay,SubID,AgeGroup,ToD_Condition
apple1_tr.png,483,123,0.184561913,-0.119855908,5.3694,99,0.197792977,-0.096470081,Bckg81.jpg,114,62,104,3,1,1,93,114,347,32,264,114,apple1_tr.png,NA,0,Target,Foil,1,116,116,4.0229,1,1.4799,1,1.4802,1,Sub020_ToD_Online,YA,Morning
asparagus1_tr.png,264,264,-0.218859312,-0.023003041,5.2254,99,-0.220031333,0.003840661,Bckg134.jpg,263,47,62,2,1,1,75,263,290,137,190,263,asparagus1_tr.png,NA,0,Target,Foil,1,271,271,5.9502,1,1.1448,1,0.5013,1,Sub020_ToD_Online,YA,Morning
banana1_tr.png,409,49,0.166085051,0.144375532,4.7213,99,0.186625577,0.116616603,Bckg93.jpg,44,114,96,3,1,1,113,44,233,78,338,44,banana1_tr.png,NA,0,Target,Foil,1,58,58,5.9181,1,2.1976,1,0.3776,1,Sub020_ToD_Online,YA,Morning
bandaid1_tr.png,253,253,-0.210449063,-0.064340735,5.2511,99,-0.180266572,-0.126224012,Bckg45.jpg,246,107,33,1,1,1,6,246,143,243,11,246,bandaid1_tr.png,NA,1,Foil,Target,1,235,235,4.0564,1,1.6185,1,0.7567,1,Sub020_ToD_Online,YA,Morning
bathingsuit1_tr.png,283,283,-0.214424602,0.04950382,2.5225,99,-0.216021639,0.041990353,Bckg19.jpg,288,65,22,1,1,1,31,288,311,51,176,288,bathingsuit1_tr.png,NA,0,Target,Foil,1,-79,281,4.5652,1,1.336,1,1.3785,1,Sub020_ToD_Online,YA,Morning
bed1_tr.png,240,240,-0.190581751,-0.110032425,3.7667,99,-0.219227437,-0.019179915,Bckg77.jpg,245,120,92,3,1,1,86,245,138,143,160,245,bed1_tr.png,NA,1,Foil,Target,1,265,265,5.7457,1,1.0687,1,0.7151,1,Sub020_ToD_Online,YA,Morning
binder1_tr.png,88,88,0.219930792,0.007680153,5.896,99,0.219528783,-0.015350948,Bckg82.jpg,91,21,6,1,1,1,8,91,236,320,312,91,binder1_tr.png,NA,1,Foil,Target,1,454,94,7.7177,1,1.8624,1,1.0035,1,Sub020_ToD_Online,YA,Morning
bottleofwine1_tr.png,127,127,0.175751604,-0.132438333,6.0191,99,0.166085051,-0.144375532,Bckg29.jpg,126,71,52,2,1,1,53,126,55,131,270,126,bottleofwine1_tr.png,NA,1,Foil,Target,1,131,131,4.9798,1,1.2496,1,0.3861,1,Sub020_ToD_Online,YA,Morning
bow1_tr.png,307,307,-0.175751604,0.132438333,11.2794,99,0.144375532,-0.166085051,Bckg54.jpg,172,67,84,3,1,1,90,172,311,5,258,172,bow1_tr.png,NA,0,Target,Foil,1,139,139,3.6562,1,2.4374,2,0.5031,1,Sub020_ToD_Online,YA,Morning
bowlingpin1_tr.png,297,297,-0.196079217,0.099907351,4.5602,99,[],[],Bckg34.jpg,301,48,73,2,1,1,43,301,219,51,324,301,bowlingpin1_tr.png,NA,1,Foil,Target,1,51,51,3.1938,1,2.7728,2,1.0964,1,Sub020_ToD_Online,YA,Morning
