obj1,locresp1,locresp1_adj,respposX1,respposY1,Learning_Loc_Test_rt,condnum,respposX2,respposY2,backgr,obj1loc,TrialID,StudyTrialNum,block,testObj1,testObj1Feat1,TestPracTrialNum,testObj1Feat1TargetVal,testObj1LocStartVal1,testObj1LocStartVal2,testObj1LocStartVal3,testObj1LocTargetVal,testObj1Target,testObj1Foil,testObj1FCOrder,testObj1FCleftItem,testObj1FCrightItem,OldImages,locresp2,locresp2_adj,Recall_Loc_Test_rt,Old_New_Test,Old_New_Test_rt,Remember_Test,Remember_Test_rt,Imm_Delay,SubID,AgeGroup,ToD_Condition
abacus1_tr.png,-33,327,-0.113773667,0.175196084,12.3664,96,-0.173183777,0.116813932,Bckg135.jpg,299,41,1,1,1,1,21,299,113,108,23,299,abacus1_tr.png,NA,1,Foil,Target,1,-56,304,11.8405,1,1.1972,1,0.8121,1,Sub010_ToD_Online,YA,Morning
airfreshener1_tr.png,376,16,0.057579921,0.20080505,10.51,96,0.125717582,0.166832866,Bckg42.jpg,2,91,95,3,1,1,88,2,156,345,88,2,airfreshener1_tr.png,NA,1,Foil,Target,1,397,37,5.5425,1,0.8387,1,1.2593,1,Sub010_ToD_Online,YA,Morning
apple1_tr.png,449,89,0.208865564,0.003645762,11.0314,96,0.180910438,0.10444869,Bckg81.jpg,114,62,37,1,1,1,4,114,347,32,264,114,apple1_tr.png,NA,0,Target,Foil,1,60,60,2.1231,1,2.868,1,1.1923,1,Sub010_ToD_Online,YA,Morning
basket1_tr.png,104,104,0.202692235,-0.05053685,8.0918,96,0.177155025,-0.110698746,Bckg24.jpg,110,8,93,3,1,1,81,110,14,332,96,110,basket1_tr.png,NA,1,Foil,Target,1,482,122,8.4303,1,4.7079,1,1.0676,1,Sub010_ToD_Online,YA,Morning
bathroomscale1_tr.png,229,229,-0.157656854,-0.137049012,5.3851,96,-0.152777872,-0.142467671,Bckg17.jpg,226,17,84,3,1,1,103,226,235,285,318,226,bathroomscale1_tr.png,NA,0,Target,Foil,1,227,227,8.1645,1,1.0143,1,1.1349,1,Sub010_ToD_Online,YA,Morning
bbqmachine1_tr.png,145,145,0.119818615,-0.171118716,12.2651,96,0.177155025,-0.110698746,Bckg48.jpg,172,40,5,1,1,1,33,172,331,332,338,172,bbqmachine1_tr.png,NA,0,Target,Foil,1,482,122,8.9104,1,1.6294,2,1.4675,1,Sub010_ToD_Online,YA,Morning
bed1_tr.png,218,218,-0.128610069,-0.164613382,6.2979,96,-0.119818615,-0.171118716,Bckg77.jpg,245,120,116,3,1,1,86,245,138,143,160,245,bed1_tr.png,NA,1,Foil,Target,1,215,215,6.2327,1,2.2786,1,0.9368,1,Sub010_ToD_Online,YA,Morning
bike1_tr.png,159,159,0.074862126,-0.195022505,3.8832,96,0.162343755,-0.131463381,Bckg39.jpg,135,2,76,2,1,1,64,135,209,107,240,135,bike1_tr.png,NA,0,Target,Foil,1,129,129,3.8746,1,1.3298,1,2.1467,1,Sub010_ToD_Online,YA,Morning
bowls1_tr.png,440,80,0.205723759,0.036274649,10.1007,96,0.208865564,-0.003645762,Bckg103.jpg,76,79,101,3,1,1,85,76,238,207,139,76,bowls1_tr.png,NA,0,Target,Foil,1,91,91,8.2477,1,5.3465,1,2.7344,1,Sub010_ToD_Online,YA,Morning
cabinet1_tr.png,329,329,-0.107590104,0.179060003,7.4651,96,-0.110698746,0.177155025,Bckg13.jpg,355,110,16,1,1,1,30,355,291,250,164,355,cabinet1_tr.png,NA,1,Foil,Target,1,328,328,7.4498,1,3.1256,1,2.5837,1,Sub010_ToD_Online,YA,Morning
